probability_threshold,predicted_rain_rate,accuracy,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
0.1,0.3385373709385955,0.7346175634067809,0.22446649865902155,0.964029937815731,0.3641448440280086,673177,268347,2898,77669,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.15000000000000002,0.28132720080697315,0.7884562137813561,0.2641214153062857,0.9426440105750493,0.41262778144516976,729928,211596,4621,75946,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.20000000000000004,0.24304098167384314,0.8232574203275442,0.2985588341854193,0.9205381856094927,0.45088258449678853,767279,174245,6402,74165,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.25000000000000006,0.2143155550728849,0.8483804279658074,0.33017119379137183,0.8976876388595827,0.48277634446643547,794798,146726,8243,72324,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.30000000000000004,0.1909732108002125,0.8678855405242781,0.3604809623345219,0.8733476485409659,0.5103224192138788,816695,124829,10204,70363,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.3500000000000001,0.1710718517235745,0.8836620222661191,0.39036093588255144,0.8471830898506832,0.5344572426375588,834928,106596,12312,68255,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.40000000000000013,0.15404401369349696,0.8961775419214141,0.4188647608401557,0.8185609492720345,0.5541606796238877,850026,91498,14618,65949,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.45000000000000007,0.13871074102012443,0.9067636834684975,0.44805501675189563,0.7884493651246789,0.5713990159304135,863272,78252,17044,63523,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.5000000000000001,0.12485483190831345,0.9156082971085745,0.47770995118052234,0.756662156962528,0.5856662503602652,874873,66651,19605,60962,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
0.5500000000000002,0.11209471563686599,0.9229344549555764,0.5078510268741654,0.7221939503767051,0.5963472004427636,885138,56386,22382,58185,lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
