model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
lightgbm,neighbor_grid,1,validation,1022091,0.07882566229425755,0.9426583642238828,0.6332055924508381,0.061159148929739234
lightgbm,neighbor_grid,1,test,1019490,0.37393108318865315,0.9141829200566195,0.8731503806126156,0.14136920705807834
lightgbm,neighbor_grid,2,validation,1022091,0.11630275582115487,0.9201159912763104,0.6498275650491717,0.08075807995522657
lightgbm,neighbor_grid,2,test,1019490,0.4657054017204681,0.891709719568178,0.8847623624244229,0.15129487302792574
hist_gradient_boosting,neighbor_grid,3,validation,1022091,0.14779995127635406,0.9038808279152271,0.6594719122015966,0.07927491968102447
hist_gradient_boosting,neighbor_grid,3,test,1019490,0.5343328527008603,0.8790831391647376,0.8971183325951758,0.14098752009362647
hist_gradient_boosting,neighbor_grid,6,validation,1022091,0.22455534781149625,0.8836415884013323,0.7060797882682398,0.1102587533242987
hist_gradient_boosting,neighbor_grid,6,test,1019490,0.6783970416580839,0.861990098961519,0.9296201842438114,0.14067963183834079
