model,target_type,feature_set,horizon_h,split,class_id,class_label,rows,class_rate,predicted_class_rate,precision,recall,f1,rain_threshold,strong_threshold,mean_rain_probability,mean_strong_probability
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,validation,0,no_rain,368032,0.7315885575167377,0.7490788844448308,0.8941872064131164,0.9155648324221536,0.9047497582271582,0.7499999999999998,0.48999999999999994,0.3892527389906005,0.22459582863976318
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,validation,1,light,368032,0.2443754890879054,0.18170159116598555,0.7021324321091039,0.5220596410860815,0.5988521140233404,0.7499999999999998,0.48999999999999994,0.3892527389906005,0.22459582863976318
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,validation,2,moderate_or_heavy,368032,0.024035953395356927,0.06921952438918355,0.1995289499509323,0.5746099932172734,0.29620349057428397,0.7499999999999998,0.48999999999999994,0.3892527389906005,0.22459582863976318
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,test,0,no_rain,368032,0.837451634640466,0.8737093513607512,0.9238197124579773,0.9638167607045868,0.9433944887116085,0.7499999999999998,0.48999999999999994,0.23296631493925465,0.14875542169145675
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,test,1,light,368032,0.15194330927745414,0.09817081123380575,0.69867146415721,0.4514127324749642,0.5484627919608909,0.7499999999999998,0.48999999999999994,0.23296631493925465,0.14875542169145675
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,1,test,2,moderate_or_heavy,368032,0.010605056082079818,0.028119837405443004,0.17953425451734467,0.4760440686651294,0.260735335391524,0.7499999999999998,0.48999999999999994,0.23296631493925465,0.14875542169145675
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,validation,0,no_rain,368032,0.7314744370054778,0.7296023171898096,0.8648800634596692,0.8626665081758951,0.863771867671645,0.7,0.35,0.4205691709291828,0.2894132614439333
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,validation,1,light,368032,0.2444896095991653,0.13507521085123034,0.5850700032185387,0.3232384974438764,0.4164161154539988,0.7,0.35,0.4205691709291828,0.2894132614439333
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,validation,2,moderate_or_heavy,368032,0.024035953395356927,0.13532247195896008,0.0872236612252274,0.4910694099027809,0.14813551808214973,0.7,0.35,0.4205691709291828,0.2894132614439333
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,test,0,no_rain,368032,0.8375657551517259,0.8914985653421441,0.8934958854007924,0.9510301669743164,0.921365724262239,0.7,0.35,0.24742773278501864,0.20467270172309687
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,test,1,light,368032,0.15182918876619425,0.05922582818885314,0.5514520346836721,0.21511149289523604,0.3094946894110074,0.7,0.35,0.24742773278501864,0.20467270172309687
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,2,test,2,moderate_or_heavy,368032,0.010605056082079818,0.0492756064690027,0.08199614006065618,0.3809889828337176,0.13494872492966695,0.7,0.35,0.24742773278501864,0.20467270172309687
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,validation,0,no_rain,368032,0.7313956395096078,0.7347621945917746,0.8463552452517602,0.8502509501183236,0.8482986250748249,0.7,0.29,0.4299735685234897,0.2960715326096274
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,validation,1,light,368032,0.24456840709503522,0.09857023302321537,0.5394878297543898,0.21743381217433813,0.3099472625627544,0.7,0.29,0.4299735685234897,0.2960715326096274
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,validation,2,moderate_or_heavy,368032,0.024035953395356927,0.16666757238501,0.07036306428210437,0.4879041374632602,0.12298924271567999,0.7,0.29,0.4299735685234897,0.2960715326096274
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,test,0,no_rain,368032,0.8376255325623859,0.9026579210503435,0.8822210248429443,0.9507157616787717,0.9151886085435923,0.7,0.29,0.2519849803764974,0.2142306290084381
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,test,1,light,368032,0.1517694113555343,0.03873576210764281,0.48225308641975306,0.12308435978229734,0.1961147877681424,0.7,0.29,0.2519849803764974,0.2142306290084381
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,3,test,2,moderate_or_heavy,368032,0.010605056082079818,0.058606316842013735,0.06926607631322731,0.382782475019216,0.11730527638190955,0.7,0.29,0.2519849803764974,0.2142306290084381
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,validation,0,no_rain,368032,0.731286953308408,0.6442782149378314,0.8677392826265736,0.7644954056855802,0.8128520973744301,0.5999999999999999,0.32999999999999996,0.437603853922177,0.3003966498593773
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,validation,1,light,368032,0.24465535605599514,0.15325841231197287,0.47122544500390046,0.29518774780377827,0.362989518249172,0.5999999999999999,0.32999999999999996,0.437603853922177,0.3003966498593773
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,validation,2,moderate_or_heavy,368032,0.024057690635596905,0.20246337275019563,0.06224417215787849,0.5238310368195166,0.11126704811256252,0.5999999999999999,0.32999999999999996,0.437603853922177,0.3003966498593773
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,test,0,no_rain,368032,0.8376717241978958,0.8515917094165725,0.8962072409249138,0.9110999383697168,0.9035922297302731,0.5999999999999999,0.32999999999999996,0.25565000290533096,0.2149602245856373
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,test,1,light,368032,0.15174495696026433,0.06993413616207286,0.4176703706581708,0.1924901964295307,0.26352883495740637,0.5999999999999999,0.32999999999999996,0.25565000290533096,0.2149602245856373
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,4,test,2,moderate_or_heavy,368032,0.01058331884183984,0.07847415442135466,0.05751185900765209,0.42644415917843387,0.10135464974371491,0.5999999999999999,0.32999999999999996,0.25565000290533096,0.2149602245856373
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,5,validation,0,no_rain,368032,0.731164681332058,0.637523367533258,0.8625660084644268,0.7520959374489022,0.8035519662670407,0.5999999999999999,0.38999999999999996,0.4433453666568232,0.3028523476387327
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,5,validation,1,light,368032,0.244777628032345,0.1914588948787062,0.454451272298937,0.3554603378993406,0.39890625291966936,0.5999999999999999,0.38999999999999996,0.4433453666568232,0.3028523476387327
lightgbm_two_stage,exact_hour_3class_two_stage_recall_tuned,neighbor_grid,5,validation,2,moderate_or_heavy,368032,0.024057690635596905,0.17101773758803582,0.06566571337782015,0.46679466907612377,0.11513496949605817,0.5999999999999999,0.38999999999999996,0.4433453666568232,0.3028523476387327
