model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
lightgbm,tmd_station_neighbor_100km,1,validation,174206,0.052282929405416574,0.9348036938420674,0.5934596437794175,0.09070197305501622
lightgbm,tmd_station_neighbor_100km,1,test,171590,0.07336091846844221,0.8987649926617468,0.5786676930572399,0.12453743722984405
lightgbm,tmd_station_neighbor_100km,2,validation,174206,0.07617418458606477,0.9169770744685414,0.5915079538151645,0.1115677854904998
lightgbm,tmd_station_neighbor_100km,2,test,171590,0.10751209277929949,0.8690993955516098,0.5688934235315742,0.15596782704304132
hist_gradient_boosting,tmd_station_neighbor_100km,3,validation,174206,0.09592666153863816,0.9049182606439321,0.5966434719374982,0.05676997675021499
hist_gradient_boosting,tmd_station_neighbor_100km,3,test,171590,0.1363948948073897,0.8485956072488989,0.570287598869808,0.08388337615885431
hist_gradient_boosting,tmd_station_neighbor_100km,6,validation,174206,0.14470224906145598,0.8863648972022989,0.619753948928863,0.08243665921118336
hist_gradient_boosting,tmd_station_neighbor_100km,6,test,171590,0.20838044175068476,0.8155695368123062,0.5912106780529351,0.1237519676956702
