year,month,precipitation_sum,precipitation_mean,rain_day_share,temp_mean,humidity_mean,cloud_cover_mean,wind_speed_mean,month_name
2025,9,17291.8,10.292738095238095,0.9958333333333333,27.401870039682542,84.84203869047619,96.79084821428572,7.077105654761905,Sep
2025,10,10512.0,6.055299539170507,0.9602534562211982,27.602486559139784,81.4148425499232,90.04956317204301,6.381065188172044,Oct
2025,11,7682.2,4.572738095238095,0.5708333333333333,25.773033234126984,75.17413194444445,81.11453373015873,7.38984375,Nov
2025,12,656.9,0.3783986175115207,0.28513824884792627,26.262310387864822,69.86043106758832,43.71802995391705,7.046270161290323,Dec
2026,1,799.7,0.4606566820276498,0.22119815668202766,25.477940188172045,64.06643625192012,37.480894777265746,6.7255016321044545,Jan
2026,2,1727.1,1.1014668367346938,0.5943877551020408,28.159377657312927,72.25419855442176,42.40159970238095,6.837943771258503,Feb
2026,3,1644.8,0.9474654377880184,0.5587557603686636,29.326084869431646,67.47743855606758,25.534730222734254,8.707968509984639,Mar
2026,4,1756.5,1.0455357142857142,0.6083333333333333,30.910510912698413,69.6313740079365,31.19422123015873,11.052021329365079,Apr
2026,5,7293.5,4.201324884792626,0.9890552995391705,30.06479694700461,73.42525921658986,84.98919930875576,7.874503168202765,May
2026,6,12405.199999999999,7.384047619047618,0.9958333333333333,29.221326884920636,77.91297123015873,87.85662202380952,8.455302579365078,Jun
2026,7,6249.6,5.873684210526316,0.9830827067669173,28.95670817669173,76.37249373433583,87.8450814536341,10.033975563909774,Jul
