rain_threshold,strong_threshold,macro_f1,moderate_or_heavy_precision,moderate_or_heavy_recall,horizon_h
0.7,0.3,0.5448759383171996,0.1345852249277755,0.7372823875197829,1
0.7,0.35000000000000003,0.5610820655031405,0.1465270720582327,0.7008817544652951,1
0.7,0.4,0.57603822978762,0.16040881018746242,0.6635767578566584,1
0.7,0.45,0.5903918382013493,0.1773597041324972,0.6234456251413069,1
0.7,0.5,0.6026891357837965,0.1959142922970586,0.5767578566583766,1
0.7,0.55,0.6140571134953555,0.21792510742786986,0.5217047252995705,1
0.7,0.6000000000000001,0.6240854072926353,0.24570467379550642,0.4623558670585575,1
0.7,0.6500000000000001,0.6315890930775807,0.282082227049642,0.3963373276056975,1
0.7,0.7000000000000001,0.6312147394099057,0.32174719036032906,0.313927198733891,1
0.7,0.7500000000000001,0.6251183646626536,0.3797606093579978,0.23671716029843998,1
0.7499999999999998,0.05,0.3868478015350701,0.08496909677495598,0.8127967442912051,1
0.7499999999999998,0.1,0.4343188169166563,0.0953770438898451,0.8018313361971513,1
0.7499999999999998,0.15000000000000002,0.47304450045384167,0.10689861843217409,0.7863441103323536,1
0.7499999999999998,0.2,0.5017160150037009,0.1181380305691283,0.7680307483608411,1
0.7499999999999998,0.25,0.5247630513165006,0.12970102281667978,0.7454216595071219,1
0.7499999999999998,0.3,0.5437620127150613,0.14138376548160028,0.7174994347727787,1
0.7499999999999998,0.35000000000000003,0.5602360669183185,0.15371514273367395,0.6835858014921998,1
0.7499999999999998,0.4,0.5753824173531937,0.1676560900716479,0.6480895319918607,1
0.7499999999999998,0.45,0.5898189993122332,0.18463856453104133,0.6095410354962695,1
0.7499999999999998,0.5,0.6022847369240178,0.2034587995930824,0.5652272213429799,1
0.7499999999999998,0.55,0.6134958445834399,0.22509573780275527,0.5116436807596654,1
0.7499999999999998,0.6000000000000001,0.6235797746483102,0.25316137150047185,0.4548948677368302,1
0.7499999999999998,0.6500000000000001,0.6309658511241152,0.2896257221803567,0.39102419172507347,1
0.7499999999999998,0.7000000000000001,0.6301501583790442,0.3284208003834172,0.3098575627402216,1
0.7499999999999998,0.7500000000000001,0.6240883028564455,0.3861441307578009,0.23502147863441103,1
0.7999999999999998,0.05,0.38534303676394405,0.09058387126582446,0.7757178385711055,1
0.7999999999999998,0.1,0.4300943868597726,0.10108168593808281,0.7658828849197378,1
0.7999999999999998,0.15000000000000002,0.4684906559646201,0.11303209574323406,0.7516391589418946,1
0.7999999999999998,0.2,0.497056460321556,0.12461638790854687,0.734456251413068,1
0.7999999999999998,0.25,0.5201317080363277,0.13658747300215981,0.714899389554601,1
0.7999999999999998,0.3,0.5392299631620536,0.14852088308397096,0.6890119828170924,1
0.7999999999999998,0.35000000000000003,0.5558752670472001,0.16124031007751938,0.658376667420303,1
0.7999999999999998,0.4,0.571055171456719,0.1751688278748296,0.6245760795839927,1
0.7999999999999998,0.45,0.5856163228048754,0.19242273180458624,0.5890798100836536,1
0.7999999999999998,0.5,0.5979405202938346,0.21086804950322469,0.5470269048157359,1
0.7999999999999998,0.55,0.609251721320627,0.23277595512752672,0.4972869093375537,1
0.7999999999999998,0.6000000000000001,0.6191485538976644,0.26058350501761146,0.4432511869771648,1
0.7999999999999998,0.6500000000000001,0.6262864494575902,0.2965499078219647,0.3818675107393172,1
0.7999999999999998,0.7000000000000001,0.6254311557043802,0.3349925335988054,0.30431833597106034,1
