model,model_stage,horizon_h,feature,importance,is_neighbor_feature
lightgbm,rain_binary,4,wind_speed_lag_1h,345.0,False
lightgbm,rain_binary,4,wind_speed_lag_3h,569.0,False
lightgbm,rain_binary,4,hour_sin,1002.0,False
lightgbm,rain_binary,4,hour_cos,1066.0,False
lightgbm,rain_binary,4,month_sin,1668.0,False
lightgbm,rain_binary,4,month_cos,1510.0,False
lightgbm,rain_binary,4,grid_row,270.0,False
lightgbm,rain_binary,4,grid_column,217.0,False
lightgbm,rain_binary,4,latitude,41.0,False
lightgbm,rain_binary,4,longitude,47.0,False
lightgbm,rain_binary,4,neighbor_count,9.0,True
lightgbm,rain_binary,4,neighbor_precipitation_mean,334.0,True
lightgbm,rain_binary,4,neighbor_precipitation_max,173.0,True
lightgbm,rain_binary,4,neighbor_precipitation_sum,48.0,True
lightgbm,rain_binary,4,neighbor_rain_count,24.0,True
lightgbm,rain_binary,4,neighbor_rain_rate,170.0,True
lightgbm,rain_binary,4,neighbor_cloud_cover_mean,459.0,True
lightgbm,rain_binary,4,neighbor_cloud_cover_max,249.0,True
lightgbm,rain_binary,4,neighbor_relative_humidity_mean,401.0,True
lightgbm,rain_binary,4,neighbor_relative_humidity_max,374.0,True
lightgbm,rain_binary,4,neighbor_pressure_msl_mean,1213.0,True
lightgbm,rain_binary,4,neighbor_pressure_msl_min,1084.0,True
lightgbm,rain_binary,4,neighbor_pressure_msl_max,1031.0,True
lightgbm,rain_binary,4,neighbor_temperature_2m_mean,1097.0,True
lightgbm,rain_binary,4,neighbor_dew_point_2m_mean,1766.0,True
lightgbm,rain_binary,4,neighbor_temperature_dew_point_spread_mean,391.0,True
lightgbm,rain_binary,4,neighbor_wind_speed_10m_mean,784.0,True
lightgbm,rain_binary,4,neighbor_wind_speed_10m_max,584.0,True
lightgbm,rain_binary,4,row_minus_precipitation_mean,72.0,True
lightgbm,rain_binary,4,row_plus_precipitation_mean,41.0,True
lightgbm,rain_binary,4,column_minus_precipitation_mean,94.0,True
lightgbm,rain_binary,4,column_plus_precipitation_mean,45.0,True
lightgbm,rain_binary,4,row_minus_cloud_cover_mean,306.0,True
lightgbm,rain_binary,4,row_plus_cloud_cover_mean,225.0,True
lightgbm,rain_binary,4,column_minus_cloud_cover_mean,243.0,True
lightgbm,rain_binary,4,column_plus_cloud_cover_mean,224.0,True
lightgbm,rain_binary,4,neighbor_precipitation_mean_minus_center,42.0,True
lightgbm,rain_binary,4,neighbor_cloud_cover_mean_minus_center,39.0,True
lightgbm,rain_binary,4,neighbor_relative_humidity_mean_minus_center,106.0,True
lightgbm,rain_binary,4,center_pressure_msl_minus_neighbor_mean,75.0,True
lightgbm,strong_if_rain,4,temperature_2m,400.0,False
lightgbm,strong_if_rain,4,relative_humidity_2m,86.0,False
lightgbm,strong_if_rain,4,pressure_msl,579.0,False
lightgbm,strong_if_rain,4,surface_pressure,403.0,False
lightgbm,strong_if_rain,4,dew_point_2m,387.0,False
lightgbm,strong_if_rain,4,precipitation,76.0,False
lightgbm,strong_if_rain,4,cloud_cover,78.0,False
lightgbm,strong_if_rain,4,wind_speed_10m,325.0,False
lightgbm,strong_if_rain,4,wind_direction_10m,1558.0,False
lightgbm,strong_if_rain,4,temperature_dew_point_spread,182.0,False
lightgbm,strong_if_rain,4,pressure_msl_change_3h,1492.0,False
lightgbm,strong_if_rain,4,pressure_msl_change_6h,1644.0,False
lightgbm,strong_if_rain,4,precipitation_lag_1h,224.0,False
lightgbm,strong_if_rain,4,precipitation_lag_2h,226.0,False
lightgbm,strong_if_rain,4,precipitation_lag_3h,278.0,False
lightgbm,strong_if_rain,4,precipitation_lag_6h,333.0,False
lightgbm,strong_if_rain,4,precipitation_sum_past_3h,273.0,False
lightgbm,strong_if_rain,4,precipitation_sum_past_6h,357.0,False
lightgbm,strong_if_rain,4,precipitation_sum_past_12h,585.0,False
lightgbm,strong_if_rain,4,precipitation_sum_past_24h,939.0,False
lightgbm,strong_if_rain,4,cloud_cover_lag_1h,431.0,False
lightgbm,strong_if_rain,4,cloud_cover_lag_3h,458.0,False
lightgbm,strong_if_rain,4,cloud_cover_lag_6h,558.0,False
lightgbm,strong_if_rain,4,humidity_lag_1h,410.0,False
lightgbm,strong_if_rain,4,humidity_lag_3h,731.0,False
lightgbm,strong_if_rain,4,humidity_lag_6h,906.0,False
lightgbm,strong_if_rain,4,wind_speed_lag_1h,648.0,False
lightgbm,strong_if_rain,4,wind_speed_lag_3h,874.0,False
lightgbm,strong_if_rain,4,hour_sin,763.0,False
lightgbm,strong_if_rain,4,hour_cos,680.0,False
lightgbm,strong_if_rain,4,month_sin,844.0,False
lightgbm,strong_if_rain,4,month_cos,756.0,False
lightgbm,strong_if_rain,4,grid_row,257.0,False
lightgbm,strong_if_rain,4,grid_column,303.0,False
lightgbm,strong_if_rain,4,latitude,46.0,False
lightgbm,strong_if_rain,4,longitude,52.0,False
lightgbm,strong_if_rain,4,neighbor_count,62.0,True
lightgbm,strong_if_rain,4,neighbor_precipitation_mean,314.0,True
lightgbm,strong_if_rain,4,neighbor_precipitation_max,292.0,True
lightgbm,strong_if_rain,4,neighbor_precipitation_sum,131.0,True
lightgbm,strong_if_rain,4,neighbor_rain_count,68.0,True
lightgbm,strong_if_rain,4,neighbor_rain_rate,152.0,True
lightgbm,strong_if_rain,4,neighbor_cloud_cover_mean,376.0,True
lightgbm,strong_if_rain,4,neighbor_cloud_cover_max,163.0,True
lightgbm,strong_if_rain,4,neighbor_relative_humidity_mean,382.0,True
lightgbm,strong_if_rain,4,neighbor_relative_humidity_max,418.0,True
lightgbm,strong_if_rain,4,neighbor_pressure_msl_mean,1246.0,True
lightgbm,strong_if_rain,4,neighbor_pressure_msl_min,952.0,True
lightgbm,strong_if_rain,4,neighbor_pressure_msl_max,776.0,True
lightgbm,strong_if_rain,4,neighbor_temperature_2m_mean,969.0,True
lightgbm,strong_if_rain,4,neighbor_dew_point_2m_mean,1455.0,True
lightgbm,strong_if_rain,4,neighbor_temperature_dew_point_spread_mean,381.0,True
lightgbm,strong_if_rain,4,neighbor_wind_speed_10m_mean,696.0,True
lightgbm,strong_if_rain,4,neighbor_wind_speed_10m_max,716.0,True
lightgbm,strong_if_rain,4,row_minus_precipitation_mean,242.0,True
lightgbm,strong_if_rain,4,row_plus_precipitation_mean,185.0,True
lightgbm,strong_if_rain,4,column_minus_precipitation_mean,193.0,True
lightgbm,strong_if_rain,4,column_plus_precipitation_mean,174.0,True
lightgbm,strong_if_rain,4,row_minus_cloud_cover_mean,265.0,True
lightgbm,strong_if_rain,4,row_plus_cloud_cover_mean,281.0,True
lightgbm,strong_if_rain,4,column_minus_cloud_cover_mean,207.0,True
lightgbm,strong_if_rain,4,column_plus_cloud_cover_mean,276.0,True
lightgbm,strong_if_rain,4,neighbor_precipitation_mean_minus_center,136.0,True
lightgbm,strong_if_rain,4,neighbor_cloud_cover_mean_minus_center,117.0,True
lightgbm,strong_if_rain,4,neighbor_relative_humidity_mean_minus_center,163.0,True
lightgbm,strong_if_rain,4,center_pressure_msl_minus_neighbor_mean,70.0,True
lightgbm,rain_binary,5,temperature_2m,412.0,False
lightgbm,rain_binary,5,relative_humidity_2m,45.0,False
lightgbm,rain_binary,5,pressure_msl,473.0,False
lightgbm,rain_binary,5,surface_pressure,281.0,False
lightgbm,rain_binary,5,dew_point_2m,451.0,False
lightgbm,rain_binary,5,precipitation,25.0,False
lightgbm,rain_binary,5,cloud_cover,31.0,False
lightgbm,rain_binary,5,wind_speed_10m,161.0,False
lightgbm,rain_binary,5,wind_direction_10m,1798.0,False
lightgbm,rain_binary,5,temperature_dew_point_spread,94.0,False
lightgbm,rain_binary,5,pressure_msl_change_3h,1175.0,False
lightgbm,rain_binary,5,pressure_msl_change_6h,1509.0,False
lightgbm,rain_binary,5,precipitation_lag_1h,83.0,False
lightgbm,rain_binary,5,precipitation_lag_2h,134.0,False
lightgbm,rain_binary,5,precipitation_lag_3h,140.0,False
lightgbm,rain_binary,5,precipitation_lag_6h,201.0,False
lightgbm,rain_binary,5,precipitation_sum_past_3h,137.0,False
lightgbm,rain_binary,5,precipitation_sum_past_6h,261.0,False
lightgbm,rain_binary,5,precipitation_sum_past_12h,540.0,False
lightgbm,rain_binary,5,precipitation_sum_past_24h,923.0,False
lightgbm,rain_binary,5,cloud_cover_lag_1h,289.0,False
lightgbm,rain_binary,5,cloud_cover_lag_3h,512.0,False
lightgbm,rain_binary,5,cloud_cover_lag_6h,679.0,False
lightgbm,rain_binary,5,humidity_lag_1h,298.0,False
lightgbm,rain_binary,5,humidity_lag_3h,615.0,False
lightgbm,rain_binary,5,humidity_lag_6h,1027.0,False
lightgbm,rain_binary,5,wind_speed_lag_1h,301.0,False
lightgbm,rain_binary,5,wind_speed_lag_3h,695.0,False
lightgbm,rain_binary,5,hour_sin,1113.0,False
lightgbm,rain_binary,5,hour_cos,1178.0,False
lightgbm,rain_binary,5,month_sin,1662.0,False
lightgbm,rain_binary,5,month_cos,1447.0,False
lightgbm,rain_binary,5,grid_row,302.0,False
lightgbm,rain_binary,5,grid_column,196.0,False
lightgbm,rain_binary,5,latitude,48.0,False
lightgbm,rain_binary,5,longitude,37.0,False
lightgbm,rain_binary,5,neighbor_count,8.0,True
lightgbm,rain_binary,5,neighbor_precipitation_mean,297.0,True
lightgbm,rain_binary,5,neighbor_precipitation_max,184.0,True
lightgbm,rain_binary,5,neighbor_precipitation_sum,50.0,True
lightgbm,rain_binary,5,neighbor_rain_count,35.0,True
lightgbm,rain_binary,5,neighbor_rain_rate,125.0,True
lightgbm,rain_binary,5,neighbor_cloud_cover_mean,522.0,True
lightgbm,rain_binary,5,neighbor_cloud_cover_max,253.0,True
lightgbm,rain_binary,5,neighbor_relative_humidity_mean,350.0,True
lightgbm,rain_binary,5,neighbor_relative_humidity_max,349.0,True
lightgbm,rain_binary,5,neighbor_pressure_msl_mean,1350.0,True
lightgbm,rain_binary,5,neighbor_pressure_msl_min,1108.0,True
lightgbm,rain_binary,5,neighbor_pressure_msl_max,1049.0,True
lightgbm,rain_binary,5,neighbor_temperature_2m_mean,1110.0,True
lightgbm,rain_binary,5,neighbor_dew_point_2m_mean,1789.0,True
lightgbm,rain_binary,5,neighbor_temperature_dew_point_spread_mean,405.0,True
lightgbm,rain_binary,5,neighbor_wind_speed_10m_mean,731.0,True
lightgbm,rain_binary,5,neighbor_wind_speed_10m_max,580.0,True
lightgbm,rain_binary,5,row_minus_precipitation_mean,86.0,True
lightgbm,rain_binary,5,row_plus_precipitation_mean,44.0,True
lightgbm,rain_binary,5,column_minus_precipitation_mean,86.0,True
lightgbm,rain_binary,5,column_plus_precipitation_mean,43.0,True
lightgbm,rain_binary,5,row_minus_cloud_cover_mean,288.0,True
lightgbm,rain_binary,5,row_plus_cloud_cover_mean,171.0,True
lightgbm,rain_binary,5,column_minus_cloud_cover_mean,281.0,True
lightgbm,rain_binary,5,column_plus_cloud_cover_mean,200.0,True
lightgbm,rain_binary,5,neighbor_precipitation_mean_minus_center,34.0,True
lightgbm,rain_binary,5,neighbor_cloud_cover_mean_minus_center,44.0,True
lightgbm,rain_binary,5,neighbor_relative_humidity_mean_minus_center,94.0,True
lightgbm,rain_binary,5,center_pressure_msl_minus_neighbor_mean,61.0,True
lightgbm,strong_if_rain,5,temperature_2m,443.0,False
lightgbm,strong_if_rain,5,relative_humidity_2m,82.0,False
lightgbm,strong_if_rain,5,pressure_msl,520.0,False
lightgbm,strong_if_rain,5,surface_pressure,439.0,False
lightgbm,strong_if_rain,5,dew_point_2m,340.0,False
lightgbm,strong_if_rain,5,precipitation,72.0,False
lightgbm,strong_if_rain,5,cloud_cover,88.0,False
lightgbm,strong_if_rain,5,wind_speed_10m,378.0,False
lightgbm,strong_if_rain,5,wind_direction_10m,1464.0,False
lightgbm,strong_if_rain,5,temperature_dew_point_spread,205.0,False
lightgbm,strong_if_rain,5,pressure_msl_change_3h,1489.0,False
lightgbm,strong_if_rain,5,pressure_msl_change_6h,1690.0,False
lightgbm,strong_if_rain,5,precipitation_lag_1h,205.0,False
lightgbm,strong_if_rain,5,precipitation_lag_2h,279.0,False
lightgbm,strong_if_rain,5,precipitation_lag_3h,282.0,False
lightgbm,strong_if_rain,5,precipitation_lag_6h,367.0,False
lightgbm,strong_if_rain,5,precipitation_sum_past_3h,255.0,False
lightgbm,strong_if_rain,5,precipitation_sum_past_6h,395.0,False
lightgbm,strong_if_rain,5,precipitation_sum_past_12h,543.0,False
lightgbm,strong_if_rain,5,precipitation_sum_past_24h,961.0,False
lightgbm,strong_if_rain,5,cloud_cover_lag_1h,390.0,False
lightgbm,strong_if_rain,5,cloud_cover_lag_3h,447.0,False
lightgbm,strong_if_rain,5,cloud_cover_lag_6h,517.0,False
lightgbm,strong_if_rain,5,humidity_lag_1h,374.0,False
lightgbm,strong_if_rain,5,humidity_lag_3h,672.0,False
lightgbm,strong_if_rain,5,humidity_lag_6h,920.0,False
lightgbm,strong_if_rain,5,wind_speed_lag_1h,652.0,False
lightgbm,strong_if_rain,5,wind_speed_lag_3h,839.0,False
lightgbm,strong_if_rain,5,hour_sin,785.0,False
lightgbm,strong_if_rain,5,hour_cos,670.0,False
lightgbm,strong_if_rain,5,month_sin,829.0,False
lightgbm,strong_if_rain,5,month_cos,754.0,False
lightgbm,strong_if_rain,5,grid_row,259.0,False
lightgbm,strong_if_rain,5,grid_column,313.0,False
lightgbm,strong_if_rain,5,latitude,50.0,False
lightgbm,strong_if_rain,5,longitude,60.0,False
lightgbm,strong_if_rain,5,neighbor_count,59.0,True
lightgbm,strong_if_rain,5,neighbor_precipitation_mean,299.0,True
lightgbm,strong_if_rain,5,neighbor_precipitation_max,350.0,True
lightgbm,strong_if_rain,5,neighbor_precipitation_sum,135.0,True
lightgbm,strong_if_rain,5,neighbor_rain_count,53.0,True
lightgbm,strong_if_rain,5,neighbor_rain_rate,121.0,True
lightgbm,strong_if_rain,5,neighbor_cloud_cover_mean,389.0,True
lightgbm,strong_if_rain,5,neighbor_cloud_cover_max,156.0,True
lightgbm,strong_if_rain,5,neighbor_relative_humidity_mean,438.0,True
lightgbm,strong_if_rain,5,neighbor_relative_humidity_max,377.0,True
lightgbm,strong_if_rain,5,neighbor_pressure_msl_mean,1214.0,True
lightgbm,strong_if_rain,5,neighbor_pressure_msl_min,916.0,True
lightgbm,strong_if_rain,5,neighbor_pressure_msl_max,891.0,True
lightgbm,strong_if_rain,5,neighbor_temperature_2m_mean,1021.0,True
lightgbm,strong_if_rain,5,neighbor_dew_point_2m_mean,1420.0,True
lightgbm,strong_if_rain,5,neighbor_temperature_dew_point_spread_mean,425.0,True
lightgbm,strong_if_rain,5,neighbor_wind_speed_10m_mean,682.0,True
lightgbm,strong_if_rain,5,neighbor_wind_speed_10m_max,722.0,True
lightgbm,strong_if_rain,5,row_minus_precipitation_mean,175.0,True
lightgbm,strong_if_rain,5,row_plus_precipitation_mean,158.0,True
lightgbm,strong_if_rain,5,column_minus_precipitation_mean,211.0,True
lightgbm,strong_if_rain,5,column_plus_precipitation_mean,164.0,True
lightgbm,strong_if_rain,5,row_minus_cloud_cover_mean,261.0,True
lightgbm,strong_if_rain,5,row_plus_cloud_cover_mean,247.0,True
lightgbm,strong_if_rain,5,column_minus_cloud_cover_mean,263.0,True
lightgbm,strong_if_rain,5,column_plus_cloud_cover_mean,263.0,True
lightgbm,strong_if_rain,5,neighbor_precipitation_mean_minus_center,147.0,True
lightgbm,strong_if_rain,5,neighbor_cloud_cover_mean_minus_center,129.0,True
lightgbm,strong_if_rain,5,neighbor_relative_humidity_mean_minus_center,198.0,True
lightgbm,strong_if_rain,5,center_pressure_msl_minus_neighbor_mean,88.0,True
lightgbm,rain_binary,6,temperature_2m,354.0,False
lightgbm,rain_binary,6,relative_humidity_2m,36.0,False
lightgbm,rain_binary,6,pressure_msl,482.0,False
lightgbm,rain_binary,6,surface_pressure,308.0,False
lightgbm,rain_binary,6,dew_point_2m,445.0,False
lightgbm,rain_binary,6,precipitation,7.0,False
lightgbm,rain_binary,6,cloud_cover,42.0,False
lightgbm,rain_binary,6,wind_speed_10m,132.0,False
lightgbm,rain_binary,6,wind_direction_10m,1758.0,False
lightgbm,rain_binary,6,temperature_dew_point_spread,89.0,False
lightgbm,rain_binary,6,pressure_msl_change_3h,1238.0,False
lightgbm,rain_binary,6,pressure_msl_change_6h,1485.0,False
lightgbm,rain_binary,6,precipitation_lag_1h,65.0,False
lightgbm,rain_binary,6,precipitation_lag_2h,103.0,False
lightgbm,rain_binary,6,precipitation_lag_3h,142.0,False
lightgbm,rain_binary,6,precipitation_lag_6h,193.0,False
lightgbm,rain_binary,6,precipitation_sum_past_3h,147.0,False
lightgbm,rain_binary,6,precipitation_sum_past_6h,304.0,False
lightgbm,rain_binary,6,precipitation_sum_past_12h,541.0,False
lightgbm,rain_binary,6,precipitation_sum_past_24h,901.0,False
lightgbm,rain_binary,6,cloud_cover_lag_1h,334.0,False
lightgbm,rain_binary,6,cloud_cover_lag_3h,569.0,False
lightgbm,rain_binary,6,cloud_cover_lag_6h,751.0,False
lightgbm,rain_binary,6,humidity_lag_1h,308.0,False
lightgbm,rain_binary,6,humidity_lag_3h,603.0,False
lightgbm,rain_binary,6,humidity_lag_6h,911.0,False
lightgbm,rain_binary,6,wind_speed_lag_1h,365.0,False
lightgbm,rain_binary,6,wind_speed_lag_3h,687.0,False
lightgbm,rain_binary,6,hour_sin,1036.0,False
lightgbm,rain_binary,6,hour_cos,1124.0,False
lightgbm,rain_binary,6,month_sin,1739.0,False
lightgbm,rain_binary,6,month_cos,1444.0,False
lightgbm,rain_binary,6,grid_row,329.0,False
lightgbm,rain_binary,6,grid_column,211.0,False
lightgbm,rain_binary,6,latitude,50.0,False
lightgbm,rain_binary,6,longitude,38.0,False
lightgbm,rain_binary,6,neighbor_count,8.0,True
lightgbm,rain_binary,6,neighbor_precipitation_mean,266.0,True
lightgbm,rain_binary,6,neighbor_precipitation_max,192.0,True
lightgbm,rain_binary,6,neighbor_precipitation_sum,53.0,True
lightgbm,rain_binary,6,neighbor_rain_count,15.0,True
lightgbm,rain_binary,6,neighbor_rain_rate,159.0,True
lightgbm,rain_binary,6,neighbor_cloud_cover_mean,520.0,True
lightgbm,rain_binary,6,neighbor_cloud_cover_max,228.0,True
lightgbm,rain_binary,6,neighbor_relative_humidity_mean,389.0,True
lightgbm,rain_binary,6,neighbor_relative_humidity_max,348.0,True
lightgbm,rain_binary,6,neighbor_pressure_msl_mean,1320.0,True
lightgbm,rain_binary,6,neighbor_pressure_msl_min,1107.0,True
lightgbm,rain_binary,6,neighbor_pressure_msl_max,1081.0,True
lightgbm,rain_binary,6,neighbor_temperature_2m_mean,1106.0,True
lightgbm,rain_binary,6,neighbor_dew_point_2m_mean,1822.0,True
lightgbm,rain_binary,6,neighbor_temperature_dew_point_spread_mean,383.0,True
lightgbm,rain_binary,6,neighbor_wind_speed_10m_mean,735.0,True
lightgbm,rain_binary,6,neighbor_wind_speed_10m_max,544.0,True
lightgbm,rain_binary,6,row_minus_precipitation_mean,85.0,True
lightgbm,rain_binary,6,row_plus_precipitation_mean,57.0,True
lightgbm,rain_binary,6,column_minus_precipitation_mean,66.0,True
lightgbm,rain_binary,6,column_plus_precipitation_mean,36.0,True
lightgbm,rain_binary,6,row_minus_cloud_cover_mean,285.0,True
lightgbm,rain_binary,6,row_plus_cloud_cover_mean,207.0,True
lightgbm,rain_binary,6,column_minus_cloud_cover_mean,234.0,True
lightgbm,rain_binary,6,column_plus_cloud_cover_mean,284.0,True
lightgbm,rain_binary,6,neighbor_precipitation_mean_minus_center,24.0,True
lightgbm,rain_binary,6,neighbor_cloud_cover_mean_minus_center,32.0,True
lightgbm,rain_binary,6,neighbor_relative_humidity_mean_minus_center,87.0,True
lightgbm,rain_binary,6,center_pressure_msl_minus_neighbor_mean,56.0,True
lightgbm,strong_if_rain,6,temperature_2m,407.0,False
lightgbm,strong_if_rain,6,relative_humidity_2m,66.0,False
lightgbm,strong_if_rain,6,pressure_msl,581.0,False
lightgbm,strong_if_rain,6,surface_pressure,388.0,False
lightgbm,strong_if_rain,6,dew_point_2m,402.0,False
lightgbm,strong_if_rain,6,precipitation,82.0,False
lightgbm,strong_if_rain,6,cloud_cover,76.0,False
lightgbm,strong_if_rain,6,wind_speed_10m,348.0,False
lightgbm,strong_if_rain,6,wind_direction_10m,1470.0,False
lightgbm,strong_if_rain,6,temperature_dew_point_spread,164.0,False
lightgbm,strong_if_rain,6,pressure_msl_change_3h,1485.0,False
lightgbm,strong_if_rain,6,pressure_msl_change_6h,1774.0,False
lightgbm,strong_if_rain,6,precipitation_lag_1h,216.0,False
lightgbm,strong_if_rain,6,precipitation_lag_2h,222.0,False
lightgbm,strong_if_rain,6,precipitation_lag_3h,311.0,False
lightgbm,strong_if_rain,6,precipitation_lag_6h,370.0,False
lightgbm,strong_if_rain,6,precipitation_sum_past_3h,215.0,False
lightgbm,strong_if_rain,6,precipitation_sum_past_6h,422.0,False
lightgbm,strong_if_rain,6,precipitation_sum_past_12h,546.0,False
lightgbm,strong_if_rain,6,precipitation_sum_past_24h,917.0,False
lightgbm,strong_if_rain,6,cloud_cover_lag_1h,367.0,False
lightgbm,strong_if_rain,6,cloud_cover_lag_3h,432.0,False
lightgbm,strong_if_rain,6,cloud_cover_lag_6h,583.0,False
lightgbm,strong_if_rain,6,humidity_lag_1h,363.0,False
lightgbm,strong_if_rain,6,humidity_lag_3h,625.0,False
lightgbm,strong_if_rain,6,humidity_lag_6h,870.0,False
lightgbm,strong_if_rain,6,wind_speed_lag_1h,736.0,False
lightgbm,strong_if_rain,6,wind_speed_lag_3h,810.0,False
lightgbm,strong_if_rain,6,hour_sin,686.0,False
lightgbm,strong_if_rain,6,hour_cos,712.0,False
lightgbm,strong_if_rain,6,month_sin,845.0,False
lightgbm,strong_if_rain,6,month_cos,861.0,False
lightgbm,strong_if_rain,6,grid_row,289.0,False
lightgbm,strong_if_rain,6,grid_column,322.0,False
lightgbm,strong_if_rain,6,latitude,57.0,False
lightgbm,strong_if_rain,6,longitude,81.0,False
lightgbm,strong_if_rain,6,neighbor_count,44.0,True
lightgbm,strong_if_rain,6,neighbor_precipitation_mean,263.0,True
lightgbm,strong_if_rain,6,neighbor_precipitation_max,315.0,True
lightgbm,strong_if_rain,6,neighbor_precipitation_sum,126.0,True
lightgbm,strong_if_rain,6,neighbor_rain_count,65.0,True
lightgbm,strong_if_rain,6,neighbor_rain_rate,116.0,True
lightgbm,strong_if_rain,6,neighbor_cloud_cover_mean,390.0,True
lightgbm,strong_if_rain,6,neighbor_cloud_cover_max,150.0,True
lightgbm,strong_if_rain,6,neighbor_relative_humidity_mean,429.0,True
lightgbm,strong_if_rain,6,neighbor_relative_humidity_max,372.0,True
lightgbm,strong_if_rain,6,neighbor_pressure_msl_mean,1311.0,True
lightgbm,strong_if_rain,6,neighbor_pressure_msl_min,873.0,True
lightgbm,strong_if_rain,6,neighbor_pressure_msl_max,880.0,True
lightgbm,strong_if_rain,6,neighbor_temperature_2m_mean,1012.0,True
lightgbm,strong_if_rain,6,neighbor_dew_point_2m_mean,1444.0,True
lightgbm,strong_if_rain,6,neighbor_temperature_dew_point_spread_mean,406.0,True
lightgbm,strong_if_rain,6,neighbor_wind_speed_10m_mean,773.0,True
lightgbm,strong_if_rain,6,neighbor_wind_speed_10m_max,717.0,True
lightgbm,strong_if_rain,6,row_minus_precipitation_mean,212.0,True
lightgbm,strong_if_rain,6,row_plus_precipitation_mean,141.0,True
lightgbm,strong_if_rain,6,column_minus_precipitation_mean,178.0,True
lightgbm,strong_if_rain,6,column_plus_precipitation_mean,152.0,True
lightgbm,strong_if_rain,6,row_minus_cloud_cover_mean,246.0,True
lightgbm,strong_if_rain,6,row_plus_cloud_cover_mean,219.0,True
lightgbm,strong_if_rain,6,column_minus_cloud_cover_mean,222.0,True
lightgbm,strong_if_rain,6,column_plus_cloud_cover_mean,253.0,True
lightgbm,strong_if_rain,6,neighbor_precipitation_mean_minus_center,146.0,True
lightgbm,strong_if_rain,6,neighbor_cloud_cover_mean_minus_center,125.0,True
lightgbm,strong_if_rain,6,neighbor_relative_humidity_mean_minus_center,212.0,True
lightgbm,strong_if_rain,6,center_pressure_msl_minus_neighbor_mean,107.0,True
