target,hw_offset0h,hw_tmd_offset0h,tmd_offset0h,imerg_offset0h,imerg_offset6h
h1_0.1mm,0.023383090333334633,0.025009618436452774,0.007122574577755447,0.03825186641498579,0.003348670232062201
h1_1.0mm,0.03330924767956944,0.03750462485463846,0.014455872781350076,0.04967156010767504,0.00218457940049932
h3_0.1mm,0.016197897333466327,0.016937695898852523,0.0029987355033506136,0.023231865757254,0.003992837913494474
h3_1.0mm,0.022809640596191283,0.025454191127343373,0.008200160108479349,0.02754413709557002,0.000859662358854707
h6_0.1mm,0.012200711651658702,0.011473941550568911,0.0010932915643350194,0.017212416211825676,0.005680688993300986
h6_1.0mm,0.015941478148157606,0.017283737378043562,0.002385942624055448,0.016769145515813433,0.0011560891684677665
