config,target,horizon_h,threshold_mm,probabilities,rows,base_rate,roc_auc,pr_auc,pr_auc_lift,precision,recall,f1,brier_score,brier_skill
hw_offset0h,h1_0.1mm,1,0.1,calibrated,2453360,0.17785322985619723,0.8733597629562642,0.6174059075156917,3.471434890526833,0.5136524806938656,0.6623397457933987,0.5785964325719256,0.10078907012939453,0.3107094459798281
hw_offset0h,h3_0.1mm,3,0.1,calibrated,2453360,0.27466576450255975,0.868433017587063,0.7114369796055957,2.590191685862493,0.576570751515875,0.7741395020286294,0.6609059097485639,0.12852460145950317,0.3548754652667715
hw_offset0h,h6_0.1mm,6,0.1,calibrated,2453360,0.37303086379495876,0.873718107541967,0.7941835537258223,2.129002264440927,0.663054852905506,0.8363434912732919,0.7396855048394836,0.14011289179325104,0.40091676219608463
hw_offset0h,h1_1.0mm,1,1.0,calibrated,2453360,0.04780953467897088,0.9048681472436955,0.3938912920930218,8.23876021253718,0.37241034629130093,0.46374921138336145,0.41309102507632256,0.03633426874876022,0.20186183361135124
hw_offset0h,h3_1.0mm,3,1.0,calibrated,2453360,0.08073254638536538,0.8818200853547695,0.4265739392059553,5.283791460878306,0.3664734991087221,0.5376743105833409,0.43586542790488275,0.058481186628341675,0.2120010458181123
hw_offset0h,h6_1.0mm,6,1.0,calibrated,2453360,0.12410041738676754,0.8603963821336583,0.46676571205340506,3.761193732319992,0.39884249027102453,0.6045693565392183,0.4806161068761089,0.0848175436258316,0.21970624825704088
hw_offset0h,h1_0.1mm,1,0.1,raw,2453360,0.17785322985619723,0.8738033084580786,0.6195122255759458,3.4832779032286947,0.5167290121137713,0.6588034963720786,0.5791807158033017,0.14314498007297516,0.021039855878862368
hw_offset0h,h3_0.1mm,3,0.1,raw,2453360,0.27466576450255975,0.8683940119410474,0.7121096037715277,2.5926405682965674,0.5771779149295531,0.7698180911592125,0.659722818363045,0.12809056043624878,0.3570541183028625
hw_offset0h,h6_0.1mm,6,0.1,raw,2453360,0.37303086379495876,0.873658835468012,0.794483522448801,2.129806403594259,0.6593058290269609,0.841885576482852,0.7394927334537545,0.13967964053153992,0.4027692224895423
hw_offset0h,h1_1.0mm,1,1.0,raw,2453360,0.04780953467897088,0.9051813737056325,0.39723185946227113,8.308632621705778,0.37395870810616333,0.46079935887598683,0.41286197703818567,0.10246338695287704,-1.2507660839419077
hw_offset0h,h3_1.0mm,3,1.0,raw,2453360,0.08073254638536538,0.8819314213233647,0.42833041643070696,5.305548203399065,0.36071317880038495,0.5582179677481244,0.43824083744730774,0.05781036615371704,0.22103994983022457
hw_offset0h,h6_1.0mm,6,1.0,raw,2453360,0.12410041738676754,0.8603610369785628,0.4681876001367179,3.772651293166717,0.398558872749474,0.5960625757481205,0.477701398129247,0.08388486504554749,0.22828658715238404
hw_tmd_offset0h,h1_0.1mm,1,0.1,calibrated,2453360,0.17785322985619723,0.8749862910593823,0.6250637560367027,3.514492014241723,0.5161060985782905,0.6621609852912191,0.580081252252406,0.10006622225046158,0.3156529603341359
hw_tmd_offset0h,h3_0.1mm,3,0.1,calibrated,2453360,0.27466576450255975,0.8691728161524492,0.7154660882480867,2.6048608189078433,0.5744052330106733,0.7808412504785903,0.6619007035100023,0.1280369609594345,0.357323158915703
hw_tmd_offset0h,h6_0.1mm,6,0.1,calibrated,2453360,0.37303086379495876,0.8729913374408772,0.7950130231817996,2.1312258591524715,0.6635633667487871,0.8308341865361858,0.7378373028195255,0.1406145840883255,0.3987716673324515
hw_tmd_offset0h,h1_1.0mm,1,1.0,calibrated,2453360,0.04780953467897088,0.9090635244187646,0.40828703156258206,8.539866248524019,0.392923475631704,0.46533497024570736,0.4260745343554355,0.035925671458244324,0.2108373023210347
hw_tmd_offset0h,h3_1.0mm,3,1.0,calibrated,2453360,0.08073254638536538,0.8844646358859216,0.4345486612420084,5.382570979091281,0.386572265625,0.5196298203629093,0.44333262977432986,0.05818996578454971,0.2159250722200119
hw_tmd_offset0h,h6_1.0mm,6,1.0,calibrated,2453360,0.12410041738676754,0.8617386413635443,0.4688774189819377,3.7782098469552183,0.38727767923017753,0.6482429720524333,0.4848769234737811,0.08500419557094574,0.21798911120853437
hw_tmd_offset0h,h1_0.1mm,1,0.1,raw,2453360,0.17785322985619723,0.8756566136636075,0.6274153638898983,3.5277141966844985,0.5209247883533948,0.6619478477693898,0.5830298748486071,0.14016121625900269,0.04144564203958434
hw_tmd_offset0h,h3_0.1mm,3,0.1,raw,2453360,0.27466576450255975,0.8691064311149803,0.7162416376431926,2.6076844303488635,0.5742644448449695,0.7801675140312293,0.6615651105913917,0.12753796577453613,0.3598278469897066
hw_tmd_offset0h,h6_0.1mm,6,0.1,raw,2453360,0.37303086379495876,0.8729252455844208,0.7952557515331194,2.1318765515612728,0.6605763928391879,0.8298551430922256,0.7356026812198863,0.1400025337934494,0.40138862190144486
hw_tmd_offset0h,h1_1.0mm,1,1.0,raw,2453360,0.04780953467897088,0.9093610618711293,0.4106738739993434,8.589790232365075,0.3980436138922725,0.4568946408170921,0.42544357559639584,0.09456045925617218,-1.0771661068908953
hw_tmd_offset0h,h3_1.0mm,3,1.0,raw,2453360,0.08073254638536538,0.8845918484375809,0.4361769771930953,5.402740241972132,0.37056917969586634,0.5590661698625711,0.44570743154310277,0.057332634925842285,0.22747709192068444
hw_tmd_offset0h,h6_1.0mm,6,1.0,raw,2453360,0.12410041738676754,0.8616941203037324,0.46980363407644604,3.7856732795045365,0.38177347525468847,0.6481608602687354,0.48051728273163463,0.08370109647512436,0.22997719809368267
