model,model_stage,horizon_h,feature,importance,is_neighbor_feature
lightgbm,light_vs_no_rain,1,pressure_msl_change_6h,1622.0,False
lightgbm,light_vs_no_rain,1,precipitation_lag_1h,304.0,False
lightgbm,light_vs_no_rain,1,precipitation_lag_2h,107.0,False
lightgbm,light_vs_no_rain,1,precipitation_lag_3h,158.0,False
lightgbm,light_vs_no_rain,1,precipitation_lag_6h,144.0,False
lightgbm,light_vs_no_rain,1,precipitation_sum_past_3h,196.0,False
lightgbm,light_vs_no_rain,1,precipitation_sum_past_6h,289.0,False
lightgbm,light_vs_no_rain,1,precipitation_sum_past_12h,364.0,False
lightgbm,light_vs_no_rain,1,precipitation_sum_past_24h,642.0,False
lightgbm,light_vs_no_rain,1,cloud_cover_lag_1h,423.0,False
lightgbm,light_vs_no_rain,1,cloud_cover_lag_3h,437.0,False
lightgbm,light_vs_no_rain,1,cloud_cover_lag_6h,423.0,False
lightgbm,light_vs_no_rain,1,humidity_lag_1h,402.0,False
lightgbm,light_vs_no_rain,1,humidity_lag_3h,488.0,False
lightgbm,light_vs_no_rain,1,humidity_lag_6h,848.0,False
lightgbm,light_vs_no_rain,1,wind_speed_lag_1h,561.0,False
lightgbm,light_vs_no_rain,1,wind_speed_lag_3h,522.0,False
lightgbm,light_vs_no_rain,1,hour_sin,1213.0,False
lightgbm,light_vs_no_rain,1,hour_cos,1287.0,False
lightgbm,light_vs_no_rain,1,month_sin,981.0,False
lightgbm,light_vs_no_rain,1,month_cos,826.0,False
lightgbm,light_vs_no_rain,1,grid_row,235.0,False
lightgbm,light_vs_no_rain,1,grid_column,171.0,False
lightgbm,light_vs_no_rain,1,latitude,39.0,False
lightgbm,light_vs_no_rain,1,longitude,31.0,False
lightgbm,light_vs_no_rain,1,neighbor_count,80.0,True
lightgbm,light_vs_no_rain,1,neighbor_precipitation_mean,525.0,True
lightgbm,light_vs_no_rain,1,neighbor_precipitation_max,229.0,True
lightgbm,light_vs_no_rain,1,neighbor_precipitation_sum,76.0,True
lightgbm,light_vs_no_rain,1,neighbor_rain_count,71.0,True
lightgbm,light_vs_no_rain,1,neighbor_rain_rate,326.0,True
lightgbm,light_vs_no_rain,1,neighbor_cloud_cover_mean,378.0,True
lightgbm,light_vs_no_rain,1,neighbor_cloud_cover_max,285.0,True
lightgbm,light_vs_no_rain,1,neighbor_relative_humidity_mean,382.0,True
lightgbm,light_vs_no_rain,1,neighbor_relative_humidity_max,533.0,True
lightgbm,light_vs_no_rain,1,neighbor_pressure_msl_mean,875.0,True
lightgbm,light_vs_no_rain,1,neighbor_pressure_msl_min,863.0,True
lightgbm,light_vs_no_rain,1,neighbor_pressure_msl_max,680.0,True
lightgbm,light_vs_no_rain,1,neighbor_temperature_2m_mean,962.0,True
lightgbm,light_vs_no_rain,1,neighbor_dew_point_2m_mean,1306.0,True
lightgbm,light_vs_no_rain,1,neighbor_temperature_dew_point_spread_mean,427.0,True
lightgbm,light_vs_no_rain,1,neighbor_wind_speed_10m_mean,527.0,True
lightgbm,light_vs_no_rain,1,neighbor_wind_speed_10m_max,776.0,True
lightgbm,light_vs_no_rain,1,row_minus_precipitation_mean,223.0,True
lightgbm,light_vs_no_rain,1,row_plus_precipitation_mean,100.0,True
lightgbm,light_vs_no_rain,1,column_minus_precipitation_mean,307.0,True
lightgbm,light_vs_no_rain,1,column_plus_precipitation_mean,204.0,True
lightgbm,light_vs_no_rain,1,row_minus_cloud_cover_mean,343.0,True
lightgbm,light_vs_no_rain,1,row_plus_cloud_cover_mean,243.0,True
lightgbm,light_vs_no_rain,1,column_minus_cloud_cover_mean,213.0,True
lightgbm,light_vs_no_rain,1,column_plus_cloud_cover_mean,305.0,True
lightgbm,light_vs_no_rain,1,neighbor_precipitation_mean_minus_center,181.0,True
lightgbm,light_vs_no_rain,1,neighbor_cloud_cover_mean_minus_center,94.0,True
lightgbm,light_vs_no_rain,1,neighbor_relative_humidity_mean_minus_center,218.0,True
lightgbm,light_vs_no_rain,1,center_pressure_msl_minus_neighbor_mean,410.0,True
lightgbm,strong_vs_rest,2,temperature_2m,514.0,False
lightgbm,strong_vs_rest,2,relative_humidity_2m,65.0,False
lightgbm,strong_vs_rest,2,pressure_msl,483.0,False
lightgbm,strong_vs_rest,2,surface_pressure,332.0,False
lightgbm,strong_vs_rest,2,dew_point_2m,397.0,False
lightgbm,strong_vs_rest,2,precipitation,87.0,False
lightgbm,strong_vs_rest,2,cloud_cover,72.0,False
lightgbm,strong_vs_rest,2,wind_speed_10m,371.0,False
lightgbm,strong_vs_rest,2,wind_direction_10m,1439.0,False
lightgbm,strong_vs_rest,2,temperature_dew_point_spread,180.0,False
lightgbm,strong_vs_rest,2,pressure_msl_change_3h,1466.0,False
lightgbm,strong_vs_rest,2,pressure_msl_change_6h,1700.0,False
lightgbm,strong_vs_rest,2,precipitation_lag_1h,173.0,False
lightgbm,strong_vs_rest,2,precipitation_lag_2h,169.0,False
lightgbm,strong_vs_rest,2,precipitation_lag_3h,198.0,False
lightgbm,strong_vs_rest,2,precipitation_lag_6h,272.0,False
lightgbm,strong_vs_rest,2,precipitation_sum_past_3h,256.0,False
lightgbm,strong_vs_rest,2,precipitation_sum_past_6h,331.0,False
lightgbm,strong_vs_rest,2,precipitation_sum_past_12h,535.0,False
lightgbm,strong_vs_rest,2,precipitation_sum_past_24h,855.0,False
lightgbm,strong_vs_rest,2,cloud_cover_lag_1h,427.0,False
lightgbm,strong_vs_rest,2,cloud_cover_lag_3h,492.0,False
lightgbm,strong_vs_rest,2,cloud_cover_lag_6h,590.0,False
lightgbm,strong_vs_rest,2,humidity_lag_1h,366.0,False
lightgbm,strong_vs_rest,2,humidity_lag_3h,594.0,False
lightgbm,strong_vs_rest,2,humidity_lag_6h,884.0,False
lightgbm,strong_vs_rest,2,wind_speed_lag_1h,572.0,False
lightgbm,strong_vs_rest,2,wind_speed_lag_3h,816.0,False
lightgbm,strong_vs_rest,2,hour_sin,882.0,False
lightgbm,strong_vs_rest,2,hour_cos,820.0,False
lightgbm,strong_vs_rest,2,month_sin,1114.0,False
lightgbm,strong_vs_rest,2,month_cos,1025.0,False
lightgbm,strong_vs_rest,2,grid_row,245.0,False
lightgbm,strong_vs_rest,2,grid_column,243.0,False
lightgbm,strong_vs_rest,2,latitude,50.0,False
lightgbm,strong_vs_rest,2,longitude,53.0,False
lightgbm,strong_vs_rest,2,neighbor_count,74.0,True
lightgbm,strong_vs_rest,2,neighbor_precipitation_mean,397.0,True
lightgbm,strong_vs_rest,2,neighbor_precipitation_max,326.0,True
lightgbm,strong_vs_rest,2,neighbor_precipitation_sum,138.0,True
lightgbm,strong_vs_rest,2,neighbor_rain_count,49.0,True
lightgbm,strong_vs_rest,2,neighbor_rain_rate,162.0,True
lightgbm,strong_vs_rest,2,neighbor_cloud_cover_mean,399.0,True
lightgbm,strong_vs_rest,2,neighbor_cloud_cover_max,231.0,True
lightgbm,strong_vs_rest,2,neighbor_relative_humidity_mean,342.0,True
lightgbm,strong_vs_rest,2,neighbor_relative_humidity_max,389.0,True
lightgbm,strong_vs_rest,2,neighbor_pressure_msl_mean,1202.0,True
lightgbm,strong_vs_rest,2,neighbor_pressure_msl_min,941.0,True
lightgbm,strong_vs_rest,2,neighbor_pressure_msl_max,862.0,True
lightgbm,strong_vs_rest,2,neighbor_temperature_2m_mean,953.0,True
lightgbm,strong_vs_rest,2,neighbor_dew_point_2m_mean,1595.0,True
lightgbm,strong_vs_rest,2,neighbor_temperature_dew_point_spread_mean,359.0,True
lightgbm,strong_vs_rest,2,neighbor_wind_speed_10m_mean,773.0,True
lightgbm,strong_vs_rest,2,neighbor_wind_speed_10m_max,640.0,True
lightgbm,strong_vs_rest,2,row_minus_precipitation_mean,172.0,True
lightgbm,strong_vs_rest,2,row_plus_precipitation_mean,127.0,True
lightgbm,strong_vs_rest,2,column_minus_precipitation_mean,132.0,True
lightgbm,strong_vs_rest,2,column_plus_precipitation_mean,164.0,True
lightgbm,strong_vs_rest,2,row_minus_cloud_cover_mean,235.0,True
lightgbm,strong_vs_rest,2,row_plus_cloud_cover_mean,276.0,True
lightgbm,strong_vs_rest,2,column_minus_cloud_cover_mean,280.0,True
lightgbm,strong_vs_rest,2,column_plus_cloud_cover_mean,279.0,True
lightgbm,strong_vs_rest,2,neighbor_precipitation_mean_minus_center,100.0,True
lightgbm,strong_vs_rest,2,neighbor_cloud_cover_mean_minus_center,80.0,True
lightgbm,strong_vs_rest,2,neighbor_relative_humidity_mean_minus_center,135.0,True
lightgbm,strong_vs_rest,2,center_pressure_msl_minus_neighbor_mean,120.0,True
lightgbm,light_vs_no_rain,2,temperature_2m,511.0,False
lightgbm,light_vs_no_rain,2,relative_humidity_2m,49.0,False
lightgbm,light_vs_no_rain,2,pressure_msl,475.0,False
lightgbm,light_vs_no_rain,2,surface_pressure,277.0,False
lightgbm,light_vs_no_rain,2,dew_point_2m,531.0,False
lightgbm,light_vs_no_rain,2,precipitation,76.0,False
lightgbm,light_vs_no_rain,2,cloud_cover,84.0,False
lightgbm,light_vs_no_rain,2,wind_speed_10m,346.0,False
lightgbm,light_vs_no_rain,2,wind_direction_10m,1714.0,False
lightgbm,light_vs_no_rain,2,temperature_dew_point_spread,123.0,False
lightgbm,light_vs_no_rain,2,pressure_msl_change_3h,1390.0,False
lightgbm,light_vs_no_rain,2,pressure_msl_change_6h,1588.0,False
lightgbm,light_vs_no_rain,2,precipitation_lag_1h,142.0,False
lightgbm,light_vs_no_rain,2,precipitation_lag_2h,122.0,False
lightgbm,light_vs_no_rain,2,precipitation_lag_3h,160.0,False
lightgbm,light_vs_no_rain,2,precipitation_lag_6h,162.0,False
lightgbm,light_vs_no_rain,2,precipitation_sum_past_3h,213.0,False
lightgbm,light_vs_no_rain,2,precipitation_sum_past_6h,269.0,False
lightgbm,light_vs_no_rain,2,precipitation_sum_past_12h,441.0,False
lightgbm,light_vs_no_rain,2,precipitation_sum_past_24h,844.0,False
lightgbm,light_vs_no_rain,2,cloud_cover_lag_1h,320.0,False
lightgbm,light_vs_no_rain,2,cloud_cover_lag_3h,470.0,False
lightgbm,light_vs_no_rain,2,cloud_cover_lag_6h,578.0,False
lightgbm,light_vs_no_rain,2,humidity_lag_1h,349.0,False
lightgbm,light_vs_no_rain,2,humidity_lag_3h,482.0,False
lightgbm,light_vs_no_rain,2,humidity_lag_6h,1011.0,False
lightgbm,light_vs_no_rain,2,wind_speed_lag_1h,372.0,False
lightgbm,light_vs_no_rain,2,wind_speed_lag_3h,598.0,False
lightgbm,light_vs_no_rain,2,hour_sin,1234.0,False
lightgbm,light_vs_no_rain,2,hour_cos,1269.0,False
lightgbm,light_vs_no_rain,2,month_sin,1426.0,False
lightgbm,light_vs_no_rain,2,month_cos,1104.0,False
lightgbm,light_vs_no_rain,2,grid_row,235.0,False
lightgbm,light_vs_no_rain,2,grid_column,188.0,False
lightgbm,light_vs_no_rain,2,latitude,56.0,False
lightgbm,light_vs_no_rain,2,longitude,38.0,False
lightgbm,light_vs_no_rain,2,neighbor_count,36.0,True
lightgbm,light_vs_no_rain,2,neighbor_precipitation_mean,405.0,True
lightgbm,light_vs_no_rain,2,neighbor_precipitation_max,198.0,True
lightgbm,light_vs_no_rain,2,neighbor_precipitation_sum,58.0,True
lightgbm,light_vs_no_rain,2,neighbor_rain_count,40.0,True
lightgbm,light_vs_no_rain,2,neighbor_rain_rate,221.0,True
lightgbm,light_vs_no_rain,2,neighbor_cloud_cover_mean,396.0,True
lightgbm,light_vs_no_rain,2,neighbor_cloud_cover_max,335.0,True
lightgbm,light_vs_no_rain,2,neighbor_relative_humidity_mean,401.0,True
lightgbm,light_vs_no_rain,2,neighbor_relative_humidity_max,422.0,True
lightgbm,light_vs_no_rain,2,neighbor_pressure_msl_mean,1142.0,True
lightgbm,light_vs_no_rain,2,neighbor_pressure_msl_min,994.0,True
lightgbm,light_vs_no_rain,2,neighbor_pressure_msl_max,874.0,True
lightgbm,light_vs_no_rain,2,neighbor_temperature_2m_mean,1049.0,True
lightgbm,light_vs_no_rain,2,neighbor_dew_point_2m_mean,1654.0,True
lightgbm,light_vs_no_rain,2,neighbor_temperature_dew_point_spread_mean,407.0,True
lightgbm,light_vs_no_rain,2,neighbor_wind_speed_10m_mean,725.0,True
lightgbm,light_vs_no_rain,2,neighbor_wind_speed_10m_max,592.0,True
lightgbm,light_vs_no_rain,2,row_minus_precipitation_mean,142.0,True
lightgbm,light_vs_no_rain,2,row_plus_precipitation_mean,104.0,True
lightgbm,light_vs_no_rain,2,column_minus_precipitation_mean,116.0,True
lightgbm,light_vs_no_rain,2,column_plus_precipitation_mean,68.0,True
lightgbm,light_vs_no_rain,2,row_minus_cloud_cover_mean,322.0,True
lightgbm,light_vs_no_rain,2,row_plus_cloud_cover_mean,261.0,True
lightgbm,light_vs_no_rain,2,column_minus_cloud_cover_mean,225.0,True
lightgbm,light_vs_no_rain,2,column_plus_cloud_cover_mean,184.0,True
lightgbm,light_vs_no_rain,2,neighbor_precipitation_mean_minus_center,46.0,True
lightgbm,light_vs_no_rain,2,neighbor_cloud_cover_mean_minus_center,46.0,True
lightgbm,light_vs_no_rain,2,neighbor_relative_humidity_mean_minus_center,148.0,True
lightgbm,light_vs_no_rain,2,center_pressure_msl_minus_neighbor_mean,142.0,True
lightgbm,strong_vs_rest,3,temperature_2m,439.0,False
lightgbm,strong_vs_rest,3,relative_humidity_2m,71.0,False
lightgbm,strong_vs_rest,3,pressure_msl,503.0,False
lightgbm,strong_vs_rest,3,surface_pressure,405.0,False
lightgbm,strong_vs_rest,3,dew_point_2m,435.0,False
lightgbm,strong_vs_rest,3,precipitation,65.0,False
lightgbm,strong_vs_rest,3,cloud_cover,72.0,False
lightgbm,strong_vs_rest,3,wind_speed_10m,319.0,False
lightgbm,strong_vs_rest,3,wind_direction_10m,1539.0,False
lightgbm,strong_vs_rest,3,temperature_dew_point_spread,124.0,False
lightgbm,strong_vs_rest,3,pressure_msl_change_3h,1515.0,False
lightgbm,strong_vs_rest,3,pressure_msl_change_6h,1668.0,False
lightgbm,strong_vs_rest,3,precipitation_lag_1h,154.0,False
lightgbm,strong_vs_rest,3,precipitation_lag_2h,154.0,False
lightgbm,strong_vs_rest,3,precipitation_lag_3h,188.0,False
lightgbm,strong_vs_rest,3,precipitation_lag_6h,299.0,False
lightgbm,strong_vs_rest,3,precipitation_sum_past_3h,223.0,False
lightgbm,strong_vs_rest,3,precipitation_sum_past_6h,286.0,False
lightgbm,strong_vs_rest,3,precipitation_sum_past_12h,555.0,False
lightgbm,strong_vs_rest,3,precipitation_sum_past_24h,905.0,False
lightgbm,strong_vs_rest,3,cloud_cover_lag_1h,380.0,False
lightgbm,strong_vs_rest,3,cloud_cover_lag_3h,516.0,False
lightgbm,strong_vs_rest,3,cloud_cover_lag_6h,631.0,False
lightgbm,strong_vs_rest,3,humidity_lag_1h,407.0,False
lightgbm,strong_vs_rest,3,humidity_lag_3h,576.0,False
lightgbm,strong_vs_rest,3,humidity_lag_6h,870.0,False
lightgbm,strong_vs_rest,3,wind_speed_lag_1h,550.0,False
lightgbm,strong_vs_rest,3,wind_speed_lag_3h,820.0,False
lightgbm,strong_vs_rest,3,hour_sin,822.0,False
lightgbm,strong_vs_rest,3,hour_cos,920.0,False
lightgbm,strong_vs_rest,3,month_sin,1143.0,False
lightgbm,strong_vs_rest,3,month_cos,1067.0,False
lightgbm,strong_vs_rest,3,grid_row,275.0,False
lightgbm,strong_vs_rest,3,grid_column,287.0,False
lightgbm,strong_vs_rest,3,latitude,51.0,False
lightgbm,strong_vs_rest,3,longitude,69.0,False
lightgbm,strong_vs_rest,3,neighbor_count,61.0,True
lightgbm,strong_vs_rest,3,neighbor_precipitation_mean,332.0,True
lightgbm,strong_vs_rest,3,neighbor_precipitation_max,232.0,True
lightgbm,strong_vs_rest,3,neighbor_precipitation_sum,110.0,True
lightgbm,strong_vs_rest,3,neighbor_rain_count,29.0,True
lightgbm,strong_vs_rest,3,neighbor_rain_rate,152.0,True
lightgbm,strong_vs_rest,3,neighbor_cloud_cover_mean,422.0,True
lightgbm,strong_vs_rest,3,neighbor_cloud_cover_max,213.0,True
lightgbm,strong_vs_rest,3,neighbor_relative_humidity_mean,372.0,True
lightgbm,strong_vs_rest,3,neighbor_relative_humidity_max,422.0,True
lightgbm,strong_vs_rest,3,neighbor_pressure_msl_mean,1174.0,True
lightgbm,strong_vs_rest,3,neighbor_pressure_msl_min,997.0,True
lightgbm,strong_vs_rest,3,neighbor_pressure_msl_max,820.0,True
lightgbm,strong_vs_rest,3,neighbor_temperature_2m_mean,992.0,True
lightgbm,strong_vs_rest,3,neighbor_dew_point_2m_mean,1515.0,True
lightgbm,strong_vs_rest,3,neighbor_temperature_dew_point_spread_mean,345.0,True
lightgbm,strong_vs_rest,3,neighbor_wind_speed_10m_mean,764.0,True
lightgbm,strong_vs_rest,3,neighbor_wind_speed_10m_max,630.0,True
lightgbm,strong_vs_rest,3,row_minus_precipitation_mean,154.0,True
lightgbm,strong_vs_rest,3,row_plus_precipitation_mean,116.0,True
lightgbm,strong_vs_rest,3,column_minus_precipitation_mean,164.0,True
lightgbm,strong_vs_rest,3,column_plus_precipitation_mean,111.0,True
lightgbm,strong_vs_rest,3,row_minus_cloud_cover_mean,291.0,True
lightgbm,strong_vs_rest,3,row_plus_cloud_cover_mean,288.0,True
lightgbm,strong_vs_rest,3,column_minus_cloud_cover_mean,329.0,True
lightgbm,strong_vs_rest,3,column_plus_cloud_cover_mean,303.0,True
lightgbm,strong_vs_rest,3,neighbor_precipitation_mean_minus_center,74.0,True
lightgbm,strong_vs_rest,3,neighbor_cloud_cover_mean_minus_center,71.0,True
lightgbm,strong_vs_rest,3,neighbor_relative_humidity_mean_minus_center,137.0,True
lightgbm,strong_vs_rest,3,center_pressure_msl_minus_neighbor_mean,77.0,True
lightgbm,light_vs_no_rain,3,temperature_2m,431.0,False
lightgbm,light_vs_no_rain,3,relative_humidity_2m,60.0,False
lightgbm,light_vs_no_rain,3,pressure_msl,515.0,False
lightgbm,light_vs_no_rain,3,surface_pressure,326.0,False
lightgbm,light_vs_no_rain,3,dew_point_2m,484.0,False
lightgbm,light_vs_no_rain,3,precipitation,29.0,False
lightgbm,light_vs_no_rain,3,cloud_cover,51.0,False
lightgbm,light_vs_no_rain,3,wind_speed_10m,227.0,False
lightgbm,light_vs_no_rain,3,wind_direction_10m,1713.0,False
lightgbm,light_vs_no_rain,3,temperature_dew_point_spread,128.0,False
lightgbm,light_vs_no_rain,3,pressure_msl_change_3h,1293.0,False
lightgbm,light_vs_no_rain,3,pressure_msl_change_6h,1491.0,False
lightgbm,light_vs_no_rain,3,precipitation_lag_1h,98.0,False
lightgbm,light_vs_no_rain,3,precipitation_lag_2h,110.0,False
lightgbm,light_vs_no_rain,3,precipitation_lag_3h,181.0,False
lightgbm,light_vs_no_rain,3,precipitation_lag_6h,169.0,False
lightgbm,light_vs_no_rain,3,precipitation_sum_past_3h,171.0,False
lightgbm,light_vs_no_rain,3,precipitation_sum_past_6h,283.0,False
lightgbm,light_vs_no_rain,3,precipitation_sum_past_12h,515.0,False
lightgbm,light_vs_no_rain,3,precipitation_sum_past_24h,957.0,False
lightgbm,light_vs_no_rain,3,cloud_cover_lag_1h,374.0,False
lightgbm,light_vs_no_rain,3,cloud_cover_lag_3h,486.0,False
lightgbm,light_vs_no_rain,3,cloud_cover_lag_6h,710.0,False
lightgbm,light_vs_no_rain,3,humidity_lag_1h,293.0,False
lightgbm,light_vs_no_rain,3,humidity_lag_3h,590.0,False
lightgbm,light_vs_no_rain,3,humidity_lag_6h,1019.0,False
lightgbm,light_vs_no_rain,3,wind_speed_lag_1h,367.0,False
lightgbm,light_vs_no_rain,3,wind_speed_lag_3h,611.0,False
lightgbm,light_vs_no_rain,3,hour_sin,1038.0,False
lightgbm,light_vs_no_rain,3,hour_cos,1183.0,False
lightgbm,light_vs_no_rain,3,month_sin,1591.0,False
lightgbm,light_vs_no_rain,3,month_cos,1304.0,False
lightgbm,light_vs_no_rain,3,grid_row,265.0,False
lightgbm,light_vs_no_rain,3,grid_column,215.0,False
lightgbm,light_vs_no_rain,3,latitude,63.0,False
lightgbm,light_vs_no_rain,3,longitude,42.0,False
lightgbm,light_vs_no_rain,3,neighbor_count,28.0,True
lightgbm,light_vs_no_rain,3,neighbor_precipitation_mean,305.0,True
lightgbm,light_vs_no_rain,3,neighbor_precipitation_max,164.0,True
lightgbm,light_vs_no_rain,3,neighbor_precipitation_sum,70.0,True
lightgbm,light_vs_no_rain,3,neighbor_rain_count,36.0,True
lightgbm,light_vs_no_rain,3,neighbor_rain_rate,174.0,True
lightgbm,light_vs_no_rain,3,neighbor_cloud_cover_mean,424.0,True
lightgbm,light_vs_no_rain,3,neighbor_cloud_cover_max,306.0,True
lightgbm,light_vs_no_rain,3,neighbor_relative_humidity_mean,400.0,True
lightgbm,light_vs_no_rain,3,neighbor_relative_humidity_max,409.0,True
lightgbm,light_vs_no_rain,3,neighbor_pressure_msl_mean,1155.0,True
lightgbm,light_vs_no_rain,3,neighbor_pressure_msl_min,1069.0,True
lightgbm,light_vs_no_rain,3,neighbor_pressure_msl_max,859.0,True
lightgbm,light_vs_no_rain,3,neighbor_temperature_2m_mean,1053.0,True
lightgbm,light_vs_no_rain,3,neighbor_dew_point_2m_mean,1749.0,True
lightgbm,light_vs_no_rain,3,neighbor_temperature_dew_point_spread_mean,430.0,True
lightgbm,light_vs_no_rain,3,neighbor_wind_speed_10m_mean,710.0,True
lightgbm,light_vs_no_rain,3,neighbor_wind_speed_10m_max,639.0,True
lightgbm,light_vs_no_rain,3,row_minus_precipitation_mean,82.0,True
lightgbm,light_vs_no_rain,3,row_plus_precipitation_mean,70.0,True
lightgbm,light_vs_no_rain,3,column_minus_precipitation_mean,91.0,True
lightgbm,light_vs_no_rain,3,column_plus_precipitation_mean,60.0,True
lightgbm,light_vs_no_rain,3,row_minus_cloud_cover_mean,326.0,True
lightgbm,light_vs_no_rain,3,row_plus_cloud_cover_mean,228.0,True
lightgbm,light_vs_no_rain,3,column_minus_cloud_cover_mean,215.0,True
lightgbm,light_vs_no_rain,3,column_plus_cloud_cover_mean,193.0,True
lightgbm,light_vs_no_rain,3,neighbor_precipitation_mean_minus_center,54.0,True
lightgbm,light_vs_no_rain,3,neighbor_cloud_cover_mean_minus_center,56.0,True
