target,tmd_offset0h,tmd_offset1h,imerg_offset0h,imerg_offset1h,imerg_offset6h
h1_0.1mm,0.007122574577755447,0.003036991435563574,0.03825186641498579,0.018710397420819147,0.003348670232062201
h1_1.0mm,0.014455872781350076,0.005488520962347976,0.04967156010767504,0.02069953936548552,0.00218457940049932
h3_0.1mm,0.0029987355033506136,0.0005738089243338962,0.023231865757254,0.013083678439922863,0.003992837913494474
h3_1.0mm,0.008200160108479349,0.0023672851634087833,0.02754413709557002,0.01107081252662967,0.000859662358854707
h6_0.1mm,0.0010932915643350194,-0.00022864372415187795,0.017212416211825676,0.01153264285891309,0.005680688993300986
h6_1.0mm,0.002385942624055448,7.349547258117539e-05,0.016769145515813433,0.0067922364471185714,0.0011560891684677665
