target,0,1,2,3,4,5,6
h1_0.1mm,0.03825186641498579,0.018710397420819147,0.009861109140200441,0.005636609848406415,0.003991753876085524,0.0033770163423565425,0.003348670232062201
h1_1.0mm,0.04967156010767504,0.02069953936548552,0.007872624127543859,0.003664718703393799,0.0017495262742124318,0.0020388652849645528,0.00218457940049932
h3_0.1mm,0.023231865757254,0.013083678439922863,0.008452389593168852,0.005812184687363109,0.004834703890338687,0.004506712890174902,0.003992837913494474
h3_1.0mm,0.02754413709557002,0.01107081252662967,0.004085852040896509,0.0018726963948917374,0.0012569445302266224,0.0009495805718237049,0.000859662358854707
h6_0.1mm,0.017212416211825676,0.01153264285891309,0.008512346123411119,0.006922535343395819,0.0063190384754041595,0.005915279988448652,0.005680688993300986
h6_1.0mm,0.016769145515813433,0.0067922364471185714,0.0027217849163625463,0.0019856410983808415,0.0011366083576888064,0.0012400853753344876,0.0011560891684677665
