part,month,horizon_h,model,rows,rain_rate,roc_auc,pr_auc,brier_score,brier_climatology,brier_skill,v1_threshold,precision,recall,f1,predicted_rain_rate,false_positives,false_negatives,best_f1,best_threshold,f1_lost_to_fixed_threshold
A_year,2021-07,1,lightgbm,15792,0.38532168186423504,0.9259926444664326,0.8892619466371307,0.13261404633522034,0.23684888334955226,0.44009005041622873,0.6000000000000002,0.7404643449419569,0.8805258833196384,0.8044441108024923,0.4582066869300912,1878,727,0.8135160981829773,0.7000000000000002,0.00907198738048498
A_year,2021-08,1,lightgbm,41664,0.3997215821812596,0.9374532869691081,0.9085429667625371,0.11144853383302689,0.2399442389197701,0.5355231934937524,0.6000000000000002,0.7844562934238164,0.8745646691485529,0.8270633996763295,0.4456365207373272,4002,2089,0.8285989548360727,0.6500000000000001,0.0015355551597432404
A_year,2021-09,1,lightgbm,40320,0.5739831349206349,0.9346930920678304,0.9509192072040638,0.11342401802539825,0.24452649574731514,0.5361483520272317,0.6000000000000002,0.8361716223062234,0.9271485978481614,0.8793131710515532,0.6364335317460318,4204,1686,0.8804011700793982,0.6500000000000001,0.0010879990278450657
A_year,2021-10,1,lightgbm,41664,0.35810291858678955,0.9356495035041811,0.8987115417714748,0.12604036927223206,0.22986521828641274,0.45167707314820726,0.6000000000000002,0.7250516922407226,0.8930965147453083,0.8003483692714277,0.44110023041474655,5053,1595,0.8090376569037657,0.7500000000000002,0.008689287632338005
A_year,2021-11,1,lightgbm,40320,0.14640376984126985,0.9242245647694944,0.7469577175792459,0.08786913007497787,0.12496970601753432,0.29687655612593755,0.6000000000000002,0.6173349869091911,0.7589361341690666,0.6808510638297872,0.17998511904761905,2777,1423,0.6860706860706861,0.6500000000000001,0.005219622240898891
A_year,2021-12,1,lightgbm,41664,0.032714093701996926,0.971950562115459,0.6049400237385215,0.019840683788061142,0.03164388177525389,0.37300095073743667,0.6000000000000002,0.6082024432809773,0.5113719735876743,0.5555998405739339,0.027505760368663593,449,666,0.587464920486436,0.3500000000000001,0.03186507991250209
A_year,2022-01,1,lightgbm,41664,0.05064324116743472,0.9646606043642539,0.6237186551252144,0.03240412846207619,0.04807850329149176,0.3260162807977718,0.6000000000000002,0.5926094890510949,0.6156398104265403,0.603905160390516,0.05261136712749616,893,811,0.6085519520760173,0.5000000000000001,0.004646791685501306
A_year,2022-02,1,lightgbm,37632,0.20849277210884354,0.9477327448331021,0.8309288167779497,0.07694518566131592,0.16502353608721337,0.533732051283575,0.6000000000000002,0.753795959342452,0.7656130512362987,0.7596585520075877,0.21176126700680273,1962,1839,0.7630907544648281,0.5500000000000002,0.0034322024572404075
A_year,2022-03,1,lightgbm,41664,0.19578052995391704,0.9162363955070288,0.7424415454280787,0.10071922093629837,0.15745051404488042,0.36031189515463313,0.6000000000000002,0.6647798030114344,0.7198725021453966,0.6912301353737492,0.2120055683563748,2961,2285,0.6916306967879365,0.5500000000000002,0.00040056141418731706
A_year,2022-04,1,lightgbm,40320,0.12859623015873015,0.94822963472343,0.7906780280287247,0.06336203217506409,0.11205923974769305,0.4345666424497716,0.6000000000000002,0.6829268292682927,0.7236258437801351,0.7026875175578238,0.13625992063492062,1742,1433,0.7026875175578238,0.6000000000000002,0.0
A_year,2022-05,1,lightgbm,41664,0.3464141705069124,0.9137812797736291,0.8620823506335145,0.1378963738679886,0.22641139297892024,0.3909477254935344,0.6000000000000002,0.7098131918819188,0.8529758193029862,0.7748371463637221,0.4162826420890937,5033,2122,0.7787245198925083,0.6500000000000001,0.003887373528786209
A_year,2022-06,1,lightgbm,40320,0.21101190476190476,0.8803530582912742,0.7043252477573428,0.14480167627334595,0.1664858808106576,0.13024650758206235,0.6000000000000002,0.5565447333627148,0.7421250587682181,0.6360751523699189,0.28137400793650796,5031,2194,0.646335912608102,0.7000000000000002,0.01026076023818312
A_year,2022-07,1,lightgbm,41664,0.35589477726574503,0.9173952882504701,0.8747511812648834,0.14140382409095764,0.22923368478071077,0.3831455258147284,0.6000000000000002,0.6994328922495274,0.8733477205287294,0.7767747353267552,0.44438844086021506,5565,1878,0.7843200935338248,0.7000000000000002,0.007545358207069586
A_year,2022-08,1,lightgbm,41664,0.41359447004608296,0.9212280520386981,0.9006488552525461,0.14178115129470825,0.24253408439338275,0.4154176240864207,0.6000000000000002,0.7331473952916706,0.9000116063138347,0.8080550200593967,0.5077284946236559,5645,1723,0.8137230410525439,0.7000000000000002,0.005668020993147227
A_year,2022-09,1,lightgbm,40320,0.5162202380952381,0.9050232020421072,0.9116979702584961,0.15007665753364563,0.2497369038761338,0.3990609509274542,0.6000000000000002,0.7628292918714251,0.9098683578360719,0.82988606485539,0.6157242063492063,5888,1876,0.8327039970528642,0.7000000000000002,0.002817932197474282
A_year,2022-10,1,lightgbm,41664,0.2698732718894009,0.9547816955367648,0.8941309920584556,0.0811270922422409,0.1970416890091104,0.5882744781055449,0.6000000000000002,0.7831717846379409,0.8551227321237994,0.8175672803027082,0.2946668586789555,2662,1629,0.8184645031314326,0.6500000000000001,0.0008972228287243977
A_year,2022-11,1,lightgbm,40320,0.2107638888888889,0.9419157807508313,0.8139816837335845,0.08590833097696304,0.16634247202932098,0.4835454233130545,0.6000000000000002,0.7106044538706257,0.7885384796422688,0.7475457385095939,0.23387896825396826,2729,1797,0.748035733505543,0.5500000000000002,0.0004899949959490391
A_year,2022-12,1,lightgbm,41664,0.028609831029185868,0.97033583828276,0.5652167367382771,0.021031299605965614,0.027791308597667302,0.2432418382871362,0.6000000000000002,0.5915735167669819,0.5771812080536913,0.5842887473460722,0.02791378648233487,475,504,0.5927403270841644,0.5500000000000002,0.008451579738092185
A_year,2023-01,1,lightgbm,41664,0.02808179723502304,0.9679592291608887,0.661212754326154,0.016698399558663368,0.027293209899074095,0.3881848408299585,0.6000000000000002,0.6412844036697247,0.5974358974358974,0.6185840707964602,0.026161674347158218,391,471,0.6185840707964602,0.6000000000000002,0.0
A_year,2023-02,1,lightgbm,37632,0.0703922193877551,0.967534713808628,0.7816772423862945,0.03751666471362114,0.06543715483742125,0.4266764072057936,0.6000000000000002,0.6912408759124088,0.7149867874669686,0.7029133419929486,0.07281037414965986,846,755,0.7087965671932904,0.6500000000000001,0.005883225200341791
A_year,2023-03,1,lightgbm,41664,0.07699692780337941,0.9464154502836937,0.6203029509183685,0.05090602859854698,0.0710684009122206,0.28370375659045655,0.6000000000000002,0.5876227313299613,0.6156483790523691,0.6013091794793728,0.08066916282642089,1386,1233,0.6026887871853547,0.5500000000000002,0.001379607705981889
A_year,2023-04,1,lightgbm,40320,0.10798611111111112,0.9077498478824141,0.6235279807023879,0.08281999826431274,0.09632511091820987,0.1402034477319667,0.6000000000000002,0.5334881920247774,0.6329811667432246,0.5789915966386555,0.128125,2410,1598,0.5797986653093542,0.6500000000000001,0.0008070686706986852
A_year,2023-05,1,lightgbm,41664,0.14676939324116745,0.9044231693648606,0.6799640371434318,0.10831969231367111,0.125228138448787,0.13502114097168927,0.6000000000000002,0.552732871439569,0.7044971381847915,0.6194550291178373,0.18706797235023043,3486,1807,0.6229481286933684,0.7000000000000002,0.0034930995755310112
A_year,2023-06,1,lightgbm,40320,0.27606646825396824,0.8973900126222074,0.7975879137901171,0.14613009989261627,0.199853773359749,0.26881490683904596,0.6000000000000002,0.6389543604028284,0.8037013745395741,0.7119210568199904,0.3472470238095238,5055,2185,0.7181135225375626,0.6500000000000001,0.006192465717572149
A_year,2023-07,1,lightgbm,41664,0.3144201228878648,0.8991412200378206,0.8194786994301702,0.15144723653793335,0.2155601092110448,0.29742456945195517,0.6000000000000002,0.6591113509624034,0.8390839694656489,0.7382879403566511,0.40027361751152074,5685,2108,0.7412412780022034,0.7000000000000002,0.0029533376455522786
A_year,2023-08,1,lightgbm,41664,0.301051267281106,0.9251610180904888,0.8385288400933623,0.13212034106254578,0.21041940174954607,0.3721095109860477,0.6000000000000002,0.6773331676401143,0.8690903292673204,0.7613227642560324,0.38628072196620583,5193,1642,0.7650884198516829,0.7000000000000002,0.0037656555956504523
A_year,2023-09,1,lightgbm,40320,0.48353174603174603,0.8986420914518,0.898405108717042,0.16857387125492096,0.24972879661123706,0.32497223571157985,0.6000000000000002,0.7187652117475255,0.9088530980713992,0.8027090694935218,0.6114087301587302,6933,1777,0.8143230738282036,0.7500000000000002,0.011614004334681738
