probability_threshold,predicted_rain_rate,accuracy,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
0.30000000000000004,0.1658549842374171,0.8897597564952712,0.6571737563085797,0.6712525942290956,0.6641385705769358,287290,20922,19642,40106,hist_gradient_boosting,baseline,1,test,367960,0.162376345254919,0.9162496677576325,0.7217117446353501,0.07695442972603066
0.3500000000000001,0.29159692635423007,0.8404377880184332,0.6871604685185012,0.7456797613630618,0.7152251081411363,235564,33573,25151,73744,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.25000000000000006,0.26117241004457004,0.8420969670616372,0.6157792322660535,0.7364445274096199,0.6707281135240514,250681,36924,21178,59177,hist_gradient_boosting,baseline,2,test,367960,0.21837971518643332,0.8992351078439627,0.7380295836603774,0.10003211269486875
0.3500000000000001,0.386436505521259,0.8023487088079297,0.6964583289387644,0.7700877759032211,0.7314247315798024,196239,43170,29572,99051,hist_gradient_boosting,baseline,2,validation,368032,0.3494886314233545,0.881123719601929,0.8082156372237876,0.1315065857683485
0.25000000000000006,0.32328785737580173,0.8203201434938581,0.629126491085014,0.7728427444338882,0.6936184213575046,227006,44118,21997,74839,hist_gradient_boosting,baseline,3,test,367960,0.2631699097728014,0.892859390942495,0.7624649656621213,0.11340988368046848
0.3500000000000001,0.463562951047735,0.7859696982871055,0.7125833792480921,0.8034777206455792,0.7553057978577996,167691,49035,29735,121571,hist_gradient_boosting,baseline,3,validation,368032,0.41112185896878534,0.8760099604751229,0.8336746036692109,0.14105612204334572
0.30000000000000004,0.4242091531688227,0.7984617893249266,0.6920021525766855,0.8055004548911989,0.7444501878079879,185786,48076,26082,108016,hist_gradient_boosting,baseline,6,test,367960,0.3644363517773671,0.8871041329999292,0.8183044794276565,0.13277794672478846
0.3500000000000001,0.6309858925310843,0.7775764063994435,0.750774040469721,0.8790752785761106,0.8098747424823425,111826,57876,23983,174347,hist_gradient_boosting,baseline,6,validation,368032,0.5388933570993827,0.8737054099584235,0.8853923803321672,0.14506054593865494
0.30000000000000004,0.1792694858136754,0.8951842591586042,0.6605421138802984,0.7292629041976301,0.6932035127911417,285820,22392,16176,43572,hist_gradient_boosting,neighbor_grid,1,test,367960,0.162376345254919,0.9317023565691889,0.7586563377894684,0.07062779304782534
0.3500000000000001,0.30505771237283713,0.8471763324928268,0.6899466469524632,0.7832650791243237,0.7336503035526553,234327,34810,21434,77461,hist_gradient_boosting,neighbor_grid,1,validation,368032,0.268713046691592,0.9135290334341191,0.8112927515741274,0.10081470337632566
0.30000000000000004,0.24300195673442765,0.8580660941406675,0.6572946373650953,0.7314043930060358,0.6923720327501914,256962,30643,21583,58772,hist_gradient_boosting,neighbor_grid,2,test,367960,0.21837971518643332,0.9114074876816463,0.7646376529255784,0.09410506664418006
