probability_threshold,predicted_rain_rate,accuracy,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
0.1,0.5298832710199113,0.7001918311451178,0.4706585168244331,0.9281055665099348,0.6245810778166031,165908,103229,7110,91785,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.15000000000000002,0.438562407616729,0.7654823493609252,0.538985781109631,0.8796703574498205,0.6684210526315789,194727,74410,11900,86995,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.20000000000000004,0.3813282540648639,0.8009249195722111,0.5913097384228415,0.8391223014308105,0.6937501044993228,211781,57356,15910,82985,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.25000000000000006,0.34370380836449005,0.8205291931136423,0.6298243394943633,0.8055917892714495,0.7069466566691365,222312,46825,19226,79669,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.30000000000000004,0.3152742152856273,0.8328243196243805,0.6610302419181081,0.7755700490419132,0.7137340293868587,229806,39331,22195,76700,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.3500000000000001,0.29159692635423007,0.8404377880184332,0.6871604685185012,0.7456797613630618,0.7152251081411363,235564,33573,25151,73744,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.40000000000000013,0.26995478654030086,0.8445760151291192,0.7098296964328851,0.7131098639971687,0.7114659994854903,240308,28829,28372,70523,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.45000000000000007,0.25076352056342927,0.846872011129467,0.7304662527495152,0.6816724809141008,0.7052263787764667,244262,24875,31481,67414,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.5000000000000001,0.23191189896530737,0.8480838622728458,0.7518131011938934,0.6488497901815057,0.6965470078047827,247954,21183,34727,64168,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
0.5500000000000002,0.2144922180679941,0.8475594513520563,0.7710412971877375,0.6154608423074979,0.6845221694267157,251063,18074,38029,60866,hist_gradient_boosting,baseline,1,validation,368032,0.268713046691592,0.8967556764361774,0.780486163306341,0.10928617137058588
