config,target,horizon_h,threshold_mm,probabilities,rows,base_rate,roc_auc,pr_auc,pr_auc_lift,precision,recall,f1,brier_score,brier_skill
hw_b07,h1_0.1mm,1,0.1,calibrated,3740170,0.2584299644133823,0.8951024581460006,0.747113458723319,2.8909707139387404,0.6245743197360888,0.7641137959717434,0.6873333888606857,0.1124749630689621,0.4131044475738017
hw_b07,h3_0.1mm,3,0.1,calibrated,3740170,0.36614004176280757,0.8969594777668832,0.8260507000957988,2.256105877190373,0.6860410877859666,0.8484635168311395,0.7586563536950535,0.1256040781736374,0.4587932605310443
hw_b07,h6_0.1mm,6,0.1,calibrated,3740170,0.4566500987923009,0.9073061263119545,0.8835109105141598,1.9347656178127945,0.7606540942030267,0.8813612116052646,0.8165709682581443,0.12238187342882156,0.5067649294137662
hw_b07,h1_1.0mm,1,1.0,calibrated,3740170,0.11889646727287798,0.9007607337310343,0.5658191881010551,4.7589234657616,0.4835050172779861,0.6283413500999566,0.5464895227440749,0.07175569236278534,0.3150474829370382
hw_b07,h3_1.0mm,3,1.0,calibrated,3740170,0.18662547424314938,0.8824493038025699,0.6321226410530747,3.3871187393715547,0.5242254202108003,0.7052095167554666,0.6013962091723661,0.10105573385953903,0.33426794402721194
hw_b07,h6_1.0mm,6,1.0,calibrated,3740170,0.26130924530168415,0.8758751109724301,0.6985075139488479,2.67310677485756,0.576073171198408,0.7701037815869793,0.6591052189576797,0.12321542948484421,0.36166647201440083
hw_b07,h1_0.1mm,1,0.1,raw,3740170,0.2584299644133823,0.8950525536687751,0.7474925068571603,2.892437448396959,0.6162848315500871,0.7771930078669773,0.6874486961853298,0.1363607794046402,0.2884680041291987
hw_b07,h3_0.1mm,3,0.1,raw,3740170,0.36614004176280757,0.8969862994188651,0.8264714066051555,2.257254908875985,0.6859386962316046,0.8479231444415397,0.7583776853690858,0.1255377233028412,0.459079172452008
hw_b07,h6_0.1mm,6,0.1,raw,3740170,0.4566500987923009,0.9073115165314186,0.8838149346005699,1.9354313881415741,0.759190397882542,0.884701475278243,0.8171545537631211,0.12233448028564453,0.5069559377687234
hw_b07,h1_1.0mm,1,1.0,raw,3740170,0.11889646727287798,0.9007461616622966,0.5665910885240499,4.765415672306503,0.49424837539941835,0.6191372474943387,0.5496883962413889,0.13549387454986572,-0.29337293479556936
hw_b07,h3_1.0mm,3,1.0,raw,3740170,0.18662547424314938,0.8825196677536853,0.6328689673037204,3.3911177982013982,0.5243256238982912,0.7061135139704102,0.6017906897806387,0.10097850114107132,0.3347767355078155
hw_b07,h6_1.0mm,6,1.0,raw,3740170,0.26130924530168415,0.8758600111153704,0.6990079750365126,2.6750219810611786,0.5779934861839099,0.7688155925107,0.6598862623921607,0.12312841415405273,0.36211726623169316
