threshold_mm,n,hits,false_alarms,misses,correct_negatives,observed_events,forecast_events,POD,FAR,POFD,CSI,frequency_bias,TSS,HSS,accuracy,station,station_name
0.1,37966,1503,7415,859,28189,2362,8918,0.6363251481795089,0.8314644539134335,0.2082631165037636,0.1537281374654802,3.775613886536833,0.4280620316757453,0.18645939258957575,0.7820681662540168,104,Chaloem Phra Kiat
0.1,38776,1177,7381,715,29503,1892,8558,0.622093023255814,0.8624678663239075,0.20011387051295954,0.1269276393831554,4.523255813953488,0.4219791527428544,0.15796987057717207,0.7912110583866309,106,Samut Prakan
0.1,39228,1596,7614,995,29023,2591,9210,0.6159783867232729,0.8267100977198697,0.20782269290607855,0.1563939245467908,3.554612118873022,0.4081556938171943,0.1866303467335703,0.7805394106250637,37,Bangna
