part,month,horizon_h,model,rows,rain_rate,roc_auc,pr_auc,brier_score,brier_climatology,brier_skill,v1_threshold,precision,recall,f1,predicted_rain_rate,false_positives,false_negatives,best_f1,best_threshold,f1_lost_to_fixed_threshold
A_year,2021-09,3,hist_gradient_boosting,10840,0.2511070110701107,0.8410901093514309,0.6872508765479104,0.12799642980098724,0.188052280061546,0.3193572034378078,0.30000000000000004,0.5983026874115983,0.6216017634092579,0.6097297297297297,0.2608856088560886,1136,1030,0.6097297297297297,0.30000000000000004,0.0
A_year,2021-10,3,hist_gradient_boosting,11326,0.15945611866501855,0.8543651763030794,0.6209726435582297,0.09095503389835358,0.13402986488530608,0.3213823353758739,0.30000000000000004,0.5572033898305084,0.5825027685492802,0.5695722793719545,0.16669609747483666,836,754,0.5695722793719545,0.30000000000000004,0.0
A_year,2021-11,3,hist_gradient_boosting,11462,0.035857616471819925,0.9021609828882282,0.3200994539317647,0.029380030930042267,0.03457184781277979,0.15017470026054902,0.30000000000000004,0.38485804416403785,0.29683698296836986,0.33516483516483514,0.027656604432036293,195,289,0.3356504468718967,0.20000000000000004,0.00048561170706157286
A_year,2021-12,3,hist_gradient_boosting,12646,0.0027676735726712004,0.9368397204254788,0.11338331250347981,0.0026272714603692293,0.002760013555666338,0.0480947258482074,0.30000000000000004,0.5,0.14285714285714285,0.2222222222222222,0.0007907638779060573,5,30,0.23529411764705882,0.20000000000000004,0.01307189542483661
A_year,2022-01,3,hist_gradient_boosting,9643,0.021155242144560823,0.914744624409781,0.36587921964108844,0.016647929325699806,0.02070769787436582,0.19605117735910305,0.30000000000000004,0.5802469135802469,0.23039215686274508,0.3298245614035088,0.00839987555739915,34,157,0.375,0.20000000000000004,0.0451754385964912
A_year,2022-02,3,hist_gradient_boosting,11064,0.0529645697758496,0.8561162116366684,0.3382609261132102,0.04238424822688103,0.05015932412430876,0.1550075889810424,0.30000000000000004,0.5133079847908745,0.23037542662116042,0.31802120141342755,0.023770788141720896,128,451,0.34857521537442016,0.1,0.03055401396099261
A_year,2022-03,3,hist_gradient_boosting,12343,0.05371465608036944,0.8584288931589497,0.4421399013759466,0.0387631393969059,0.05082939180253707,0.2373873063936387,0.30000000000000004,0.6217765042979942,0.3273001508295626,0.4288537549407115,0.028275135704447864,132,446,0.4409171075837742,0.20000000000000004,0.012063352643062741
A_year,2022-04,3,hist_gradient_boosting,11784,0.04183638832315004,0.9050179620344193,0.545584033464916,0.02661716565489769,0.04008610493522463,0.33600020012150045,0.30000000000000004,0.6666666666666666,0.4259634888438134,0.5198019801980198,0.026731160896130347,105,283,0.5286549707602339,0.25000000000000006,0.008852990562214114
A_year,2022-05,3,hist_gradient_boosting,11573,0.1251188110256632,0.7927946251960984,0.4456447507133367,0.08891136944293976,0.10946409415318759,0.18775768318591923,0.30000000000000004,0.5102040816326531,0.3453038674033149,0.41186161449752884,0.0846798582908494,480,948,0.4146576663452266,0.20000000000000004,0.002796051847697767
A_year,2022-06,3,hist_gradient_boosting,10760,0.09321561338289963,0.8081972183275938,0.47429126205470445,0.06449882686138153,0.08452646280454941,0.2369392410218063,0.30000000000000004,0.5568685376661743,0.37587238285144564,0.4488095238095238,0.0629182156133829,300,626,0.4562946673996702,0.25000000000000006,0.007485143590146348
A_year,2022-07,3,hist_gradient_boosting,10903,0.14684031917820783,0.8524308742748532,0.6110809270296539,0.08566010743379593,0.12527823984184988,0.31624113220354566,0.30000000000000004,0.5982596084118926,0.5153029356652092,0.5536912751677853,0.12647895074750068,554,776,0.5588678109003312,0.25000000000000006,0.0051765357325459505
A_year,2022-08,3,hist_gradient_boosting,10296,0.18084693084693085,0.8534905007021093,0.6470155961023977,0.09922081232070923,0.14814131845017625,0.3302286400665474,0.30000000000000004,0.618452380952381,0.5580021482277121,0.5866741953698476,0.16317016317016317,641,823,0.5942591155934833,0.25000000000000006,0.0075849202236357716
A_year,2022-09,3,hist_gradient_boosting,9882,0.23264521351953046,0.8240390798836505,0.6615144531405989,0.12481977045536041,0.17852141814598255,0.3008134724019984,0.30000000000000004,0.5964835164835165,0.5902566333188343,0.5933537385220813,0.23021655535316737,918,942,0.5938864628820961,0.25000000000000006,0.0005327243600148357
A_year,2022-10,3,hist_gradient_boosting,9151,0.11047972899136706,0.8976500509141457,0.6044915483723043,0.06498537957668304,0.09827395847336115,0.33873245174815614,0.30000000000000004,0.5908558030480656,0.49851632047477745,0.5407725321888412,0.09321385640913561,349,507,0.557161629434954,0.20000000000000004,0.016389097246112705
A_year,2022-11,3,hist_gradient_boosting,10078,0.08374677515380036,0.8876538847264437,0.4613955822022538,0.05815606936812401,0.07673325280513917,0.2421008201514815,0.30000000000000004,0.4984520123839009,0.3815165876777251,0.43221476510067114,0.06410001984520738,324,522,0.4734042553191489,0.15000000000000002,0.04118949021847779
