model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
lightgbm,tmd_station_neighbor,1,validation,377088,0.10620067464358453,0.8941050554003127,0.6322447128813833,0.1881160858735152
lightgbm,tmd_station_neighbor,1,test,312003,0.033365063797463484,0.9348292281083825,0.5156307812907267,0.06773561391653155
lightgbm,tmd_station_neighbor,2,validation,377088,0.15132807196198234,0.864033707313971,0.630918191004647,0.21593912566022608
lightgbm,tmd_station_neighbor,2,test,312003,0.05016618429950994,0.9159512775420233,0.5067508743665645,0.08355624713876125
hist_gradient_boosting,tmd_station_neighbor,3,validation,377088,0.18845998811948406,0.8426718440098737,0.6355897698991282,0.1052669619326927
hist_gradient_boosting,tmd_station_neighbor,3,test,312003,0.06467886526732115,0.9035014589959762,0.508110159898471,0.04284658470851189
hist_gradient_boosting,tmd_station_neighbor,6,validation,377088,0.2771687245417515,0.812882833166063,0.6671006954559322,0.14512218177551114
hist_gradient_boosting,tmd_station_neighbor,6,test,312003,0.10132274369156707,0.8851393381497888,0.5297204994881706,0.06512066690496238
