model,feature_set,horizon_h,split,rows,rain_rate,roc_auc,pr_auc,brier_score
lightgbm,tmd_station_only,1,validation,174206,0.052282929405416574,0.9253608101746125,0.5771051816539746,0.10003470739573339
lightgbm,tmd_station_only,1,test,171590,0.07336091846844221,0.8832793174091652,0.5561690221337633,0.13523828695834728
lightgbm,tmd_station_only,2,validation,174206,0.07617418458606477,0.9044873319078869,0.5674303492678477,0.12345081601602556
lightgbm,tmd_station_only,2,test,171590,0.10751209277929949,0.8488502178841595,0.5396140939627742,0.16655414910728253
hist_gradient_boosting,tmd_station_only,3,validation,174206,0.09592666153863816,0.8928979199465427,0.5706953583384582,0.05879195010637259
hist_gradient_boosting,tmd_station_only,3,test,171590,0.1363948948073897,0.8278919065620283,0.5387781216081676,0.08726299127525468
hist_gradient_boosting,tmd_station_only,6,validation,174206,0.14470224906145598,0.8771969199508189,0.6001085414884855,0.08477613411873727
hist_gradient_boosting,tmd_station_only,6,test,171590,0.20838044175068476,0.7996477046946923,0.5676241345605968,0.12768790045383824
